,Region,544,549,556,563,570
0,Belgium,,703,552,732,934
1,Bulgaria,,756,935,1143,1380
2,Czechia,,1892,2072,2271,2337
3,Denmark,,6366,6617,6443,6450
4,Germany,,12328,16199,19841,23574
5,Estonia,,429,490,559,627
6,Ireland,,9495,10979,11516,11849
7,Greece,,17820,19140,20368,21307
8,Spain,,112045,103946,103258,103137
9,France,,59174,61937,61831,60639
10,Croatia,,1028,1303,1624,1930
11,Italy,,28304,45340,64699,85357
12,Cyprus,,6362,6438,6430,6464
13,Latvia,,211,142,86,41
14,Lithuania,,794,1024,1304,1622
15,Luxembourg,,773,816,864,881
16,Hungary,,263,254,235,210
17,Malta,,1429,1436,1428,1437
18,Netherlands,,86944,112202,132095,149428
19,Austria,,3407,4817,6077,7274
20,Poland,,734,769,711,619
21,Portugal,,27476,31913,36188,39913
22,Romania,,510,638,754,838
23,Slovenia,,266,242,206,186
24,Slovakia,,269,251,245,229
25,Finland,,2233,2496,2659,2781
26,Sweden,,1603,1291,1022,768
27,United Kingdom,,389003,456442,512605,556206
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,0,0,0
30,Norway,,1065,1073,1077,1078
31,Switzerland,,2151,1612,1288,1154
