,Region,831,836,843,850,857
0,Belgium,,39609,39481,39492,39997
1,Bulgaria,,4303,5136,6313,7705
2,Czechia,,7208,6830,7056,7938
3,Denmark,,5359,5129,4005,4677
4,Germany,,626522,586841,551740,535815
5,Estonia,,1731,1522,1391,1310
6,Ireland,,6778,6146,5931,5750
7,Greece,,53293,56453,56371,56184
8,Spain,,199989,193200,197323,138057
9,France,,305786,299918,303220,304308
10,Croatia,,6042,7226,8367,8410
11,Italy,,363553,350281,350019,349281
12,Cyprus,,11085,11069,11138,11132
13,Latvia,,5761,6539,7009,7084
14,Lithuania,,3154,2567,2186,1888
15,Luxembourg,,3673,3668,3642,3602
16,Hungary,,9124,10105,10778,11360
17,Malta,,1200,1118,1089,1095
18,Netherlands,,8327,8691,10073,12155
19,Austria,,35879,37601,42724,46707
20,Poland,,10003,12330,13808,16781
21,Portugal,,63407,67607,59110,68902
22,Romania,,6317,7773,10074,12667
23,Slovenia,,5714,5402,5300,5209
24,Slovakia,,5774,5663,7639,7536
25,Finland,,44873,44916,44981,44915
26,Sweden,,2766,3457,4570,6017
27,United Kingdom,,74323,59283,53221,49692
28,Iceland,,250,132,81,52
29,Liechtenstein,,87,83,81,83
30,Norway,,2048,1490,1510,1576
31,Switzerland,,19550,17607,16588,15927
