,Region,810,815,822,829,836
0,Belgium,,62219,62025,62507,63240
1,Bulgaria,,3264,2747,2855,3432
2,Czechia,,21331,14558,10910,11552
3,Denmark,,15867,12320,12476,11798
4,Germany,,799179,647634,636005,718840
5,Estonia,,4483,3924,3552,3347
6,Ireland,,21429,21525,21694,21770
7,Greece,,148997,148492,148628,148621
8,Spain,,49331,40782,31514,35297
9,France,,905104,901610,903004,897469
10,Croatia,,4876,4455,4641,4752
11,Italy,,417379,401811,394695,392500
12,Cyprus,,16799,17196,13839,16703
13,Latvia,,3300,1657,836,422
14,Lithuania,,7956,6052,4830,4082
15,Luxembourg,,5668,5598,5583,5556
16,Hungary,,14046,13042,12147,11899
17,Malta,,4408,3887,3354,2826
18,Netherlands,,40126,25637,27102,33243
19,Austria,,67841,56866,36807,27220
20,Poland,,35,0,0,0
21,Portugal,,60417,59198,58923,58722
22,Romania,,9261,7794,7507,8388
23,Slovenia,,12357,11564,11219,10993
24,Slovakia,,25355,16971,10073,6512
25,Finland,,46147,47077,47050,47172
26,Sweden,,3451,3609,4021,4852
27,United Kingdom,,254573,216671,200534,192369
28,Iceland,,688,319,156,76
29,Liechtenstein,,228,265,285,303
30,Norway,,5616,5990,6040,6121
31,Switzerland,,87583,88137,88801,88866
