,Region,628,633,640,647,654
0,Belgium,,14196,14526,14670,14794
1,Bulgaria,,15670,16600,17362,17997
2,Czechia,,6828,7874,9106,10445
3,Denmark,,4301,4481,4537,4555
4,Germany,,60757,63011,64791,66145
5,Estonia,,7539,9261,10977,12723
6,Ireland,,11070,11721,11684,11675
7,Greece,,16348,16909,17040,16931
8,Spain,,12154,12371,13222,14123
9,France,,29550,30844,31317,31754
10,Croatia,,9374,9564,9637,9639
11,Italy,,15170,11906,9004,6702
12,Cyprus,,81,21,25,22
13,Latvia,,12057,15321,18912,22968
14,Lithuania,,16990,19968,23189,26742
15,Luxembourg,,673,708,721,741
16,Hungary,,3759,3890,4018,4031
17,Malta,,161,160,158,156
18,Netherlands,,17224,18775,19873,20550
19,Austria,,13383,13721,14131,14379
20,Poland,,14839,18820,23462,28525
21,Portugal,,4194,4160,4203,4283
22,Romania,,105606,128520,153165,180734
23,Slovenia,,5330,5154,4833,4651
24,Slovakia,,10708,12893,15009,17158
25,Finland,,1846,1604,1366,1223
26,Sweden,,4515,4705,4943,5135
27,United Kingdom,,257721,266268,271003,273829
28,Iceland,,191,166,149,136
29,Liechtenstein,,6,6,6,6
30,Norway,,2671,2571,2550,2554
31,Switzerland,,6710,6969,7069,7217
