,Region,537,542,549,556,563
0,Belgium,,645,170,0,0
1,Bulgaria,,527,550,576,600
2,Czechia,,1784,2104,2315,2439
3,Denmark,,4493,4797,4825,4771
4,Germany,,5754,5149,4219,3512
5,Estonia,,335,389,417,457
6,Ireland,,4068,4321,4425,4408
7,Greece,,15897,17194,17964,18563
8,Spain,,58474,56631,57415,58295
9,France,,35634,48199,55414,63226
10,Croatia,,620,656,668,683
11,Italy,,11461,15883,20790,25639
12,Cyprus,,6788,7265,7235,7224
13,Latvia,,217,137,78,35
14,Lithuania,,341,364,374,379
15,Luxembourg,,962,1045,1077,1111
16,Hungary,,198,207,195,189
17,Malta,,684,686,691,690
18,Netherlands,,70267,97257,129401,156758
19,Austria,,1177,1378,1567,1761
20,Poland,,755,912,881,943
21,Portugal,,20889,24153,27210,30471
22,Romania,,281,271,257,265
23,Slovenia,,614,808,998,1241
24,Slovakia,,257,301,298,312
25,Finland,,1785,1969,2106,2194
26,Sweden,,1722,1526,1301,1056
27,United Kingdom,,255766,289095,316462,339050
28,Iceland,,0,0,0,1
29,Liechtenstein,,19,22,22,22
30,Norway,,1122,1097,1097,1106
31,Switzerland,,2547,3670,4936,6265
