,Region,824,829,836,843,850
0,Belgium,,36596,36038,38222,40682
1,Bulgaria,,3694,4155,5078,6189
2,Czechia,,9392,10291,14482,20177
3,Denmark,,12406,11920,14209,15836
4,Germany,,932224,1219119,1438414,1428688
5,Estonia,,2602,2444,2342,2296
6,Ireland,,8575,8264,7850,7694
7,Greece,,35849,33993,34003,34184
8,Spain,,72061,111502,101927,133872
9,France,,417311,365687,369648,372003
10,Croatia,,4045,4048,4050,4026
11,Italy,,405954,408337,405961,406052
12,Cyprus,,6198,6191,6274,6331
13,Latvia,,4697,6076,6839,6615
14,Lithuania,,3865,2860,2265,1745
15,Luxembourg,,4074,3920,3915,3880
16,Hungary,,10512,10777,12178,13270
17,Malta,,1505,1359,1303,1287
18,Netherlands,,16881,16220,20484,24528
19,Austria,,31880,22533,20949,20160
20,Poland,,11462,25081,34806,41346
21,Portugal,,81585,85326,87087,88074
22,Romania,,5149,5279,6173,7986
23,Slovenia,,5946,5268,4918,4689
24,Slovakia,,8730,5715,5566,7557
25,Finland,,51781,52293,52567,52722
26,Sweden,,2224,2545,3281,4232
27,United Kingdom,,183523,181576,180597,181783
28,Iceland,,596,582,567,558
29,Liechtenstein,,71,54,47,45
30,Norway,,5853,7796,7880,6827
31,Switzerland,,22208,20014,20449,20600
