,Region,614,619,626,633,640
0,Belgium,,14069,14248,14268,14433
1,Bulgaria,,12050,12450,12745,12889
2,Czechia,,3751,4494,5132,5569
3,Denmark,,2534,2591,2666,2652
4,Germany,,54226,52785,50833,49834
5,Estonia,,4358,5161,5921,6701
6,Ireland,,9820,9903,9878,9896
7,Greece,,13546,12432,12172,12281
8,Spain,,16096,16060,16712,17522
9,France,,34897,27850,23421,20140
10,Croatia,,7851,7868,7934,7938
11,Italy,,21278,18657,16238,14003
12,Cyprus,,608,602,627,614
13,Latvia,,5048,6044,7175,8385
14,Lithuania,,11262,12813,14230,15483
15,Luxembourg,,583,622,655,682
16,Hungary,,2735,3003,3316,3574
17,Malta,,92,84,84,82
18,Netherlands,,10606,9326,8766,8404
19,Austria,,12014,11985,12014,11975
20,Poland,,6327,7541,8744,9882
21,Portugal,,4376,3701,3181,2793
22,Romania,,61539,83278,108656,137772
23,Slovenia,,5738,5635,5416,5316
24,Slovakia,,6818,8660,10607,12695
25,Finland,,3545,3387,3336,3269
26,Sweden,,4788,5264,5486,5690
27,United Kingdom,,236998,243781,248506,252745
28,Iceland,,88,59,46,33
29,Liechtenstein,,14,12,12,12
30,Norway,,3922,3867,3902,3933
31,Switzerland,,10340,10560,10676,10916
