,Region,705,710,717,724,731
0,Belgium,,25323,19748,17157,16182
1,Bulgaria,,8783,8217,7769,7434
2,Czechia,,32518,23888,18372,14858
3,Denmark,,24335,24849,25056,25190
4,Germany,,129253,91382,67095,60905
5,Estonia,,5410,6261,6829,6981
6,Ireland,,65379,71090,73969,75120
7,Greece,,46194,50347,49740,49336
8,Spain,,315602,314405,270388,206929
9,France,,499471,463081,397452,313798
10,Croatia,,19290,19899,20712,20926
11,Italy,,362892,455959,528606,584908
12,Cyprus,,4493,4106,3655,3027
13,Latvia,,4587,4965,4678,4571
14,Lithuania,,8492,7264,6203,5346
15,Luxembourg,,2928,2972,2971,2959
16,Hungary,,8708,3396,843,70
17,Malta,,1090,1088,1072,1076
18,Netherlands,,70038,56980,46669,39123
19,Austria,,11478,9128,7961,7583
20,Poland,,71365,48821,32164,20948
21,Portugal,,71867,78632,77453,70321
22,Romania,,4560,5521,6145,7271
23,Slovenia,,6841,6382,5944,5569
24,Slovakia,,21444,15960,11464,10886
25,Finland,,19095,21651,22785,24120
26,Sweden,,25549,27363,28709,29779
27,United Kingdom,,676089,716383,739763,749979
28,Iceland,,2176,2139,2120,2115
29,Liechtenstein,,178,134,107,89
30,Norway,,17443,14497,14442,14426
31,Switzerland,,40118,29073,19915,12914
