,Region,796,801,808,815,822
0,Belgium,,78829,81379,81853,81568
1,Bulgaria,,8161,8042,8494,9484
2,Czechia,,49960,49247,49011,48916
3,Denmark,,27516,16942,12976,8985
4,Germany,,1521413,1400050,1344989,1337809
5,Estonia,,8368,7696,7440,7505
6,Ireland,,22608,22778,22809,22833
7,Greece,,125269,118121,117882,117679
8,Spain,,90344,119073,94720,107282
9,France,,964531,1037152,1068886,1086359
10,Croatia,,10175,8421,6993,7084
11,Italy,,475116,464591,462123,461518
12,Cyprus,,35413,36895,38104,37259
13,Latvia,,16745,14844,11469,9604
14,Lithuania,,19691,17230,15579,14564
15,Luxembourg,,9770,9727,9667,9659
16,Hungary,,21045,27939,36447,39135
17,Malta,,2622,2506,2220,1920
18,Netherlands,,362257,366367,367324,367194
19,Austria,,281174,237111,202049,201115
20,Poland,,49680,35213,20430,17155
21,Portugal,,73631,72772,72555,72355
22,Romania,,25138,25804,25597,25253
23,Slovenia,,20815,20904,21046,21252
24,Slovakia,,57957,54524,52743,52127
25,Finland,,63651,68522,73173,77679
26,Sweden,,3967,3041,2681,2730
27,United Kingdom,,620167,629550,636862,640682
28,Iceland,,5515,4530,4053,3809
29,Liechtenstein,,546,528,540,618
30,Norway,,17487,16466,16499,16386
31,Switzerland,,125018,103423,101381,109667
