,Region,488,493,500,507,514
0,Belgium,,18296,18415,18793,18825
1,Bulgaria,,1748,1089,575,196
2,Czechia,,3813,2368,1198,335
3,Denmark,,6574,6466,6342,6364
4,Germany,,53381,53874,54241,54481
5,Estonia,,1189,920,681,484
6,Ireland,,0,0,0,0
7,Greece,,11440,10752,10098,9733
8,Spain,,32026,31752,31363,31840
9,France,,33164,30741,20409,12701
10,Croatia,,2177,1033,258,0
11,Italy,,23938,14813,8089,3497
12,Cyprus,,551,507,538,542
13,Latvia,,2772,2559,2329,2103
14,Lithuania,,4142,3094,2205,1469
15,Luxembourg,,752,844,849,857
16,Hungary,,2571,1571,896,477
17,Malta,,35,37,36,36
18,Netherlands,,22166,17414,14180,12004
19,Austria,,3566,3015,2678,2291
20,Poland,,6668,2475,246,0
21,Portugal,,3491,3991,4500,4978
22,Romania,,2173,958,273,0
23,Slovenia,,1925,1647,1407,1184
24,Slovakia,,996,645,401,215
25,Finland,,1292,1345,1313,1314
26,Sweden,,18168,20216,20850,20994
27,United Kingdom,,17290,17658,18203,18489
28,Iceland,,9,7,7,7
29,Liechtenstein,,17,20,21,22
30,Norway,,3855,4256,4760,5092
31,Switzerland,,18397,25804,29198,28966
