,Region,565,570,577,584,591
0,Belgium,,22,23,24,25
1,Bulgaria,,45,60,71,83
2,Czechia,,0,0,0,0
3,Denmark,,4,4,4,4
4,Germany,,137,125,110,96
5,Estonia,,3,5,6,6
6,Ireland,,9,9,9,9
7,Greece,,97,99,99,98
8,Spain,,524,558,577,592
9,France,,193,181,152,138
10,Croatia,,7,7,7,7
11,Italy,,204,243,286,319
12,Cyprus,,17,17,17,17
13,Latvia,,4,3,4,4
14,Lithuania,,5,4,4,3
15,Luxembourg,,1,1,1,1
16,Hungary,,6,5,5,5
17,Malta,,1,1,1,1
18,Netherlands,,50,56,60,64
19,Austria,,21,28,32,35
20,Poland,,30,35,40,44
21,Portugal,,123,148,165,179
22,Romania,,45,50,51,51
23,Slovenia,,4,4,4,3
24,Slovakia,,2,3,2,3
25,Finland,,4,4,4,4
26,Sweden,,3,4,4,5
27,United Kingdom,,747,879,1026,1174
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,2,2
31,Switzerland,,24,32,43,54
