,Region,488,493,500,507,514
0,Belgium,,110,94,82,71
1,Bulgaria,,213,179,148,118
2,Czechia,,92,60,32,13
3,Denmark,,5,6,6,6
4,Germany,,1212,1143,1062,979
5,Estonia,,18,17,17,16
6,Ireland,,0,0,0,0
7,Greece,,337,326,328,329
8,Spain,,317,298,293,294
9,France,,499,564,442,319
10,Croatia,,200,203,203,202
11,Italy,,981,813,654,522
12,Cyprus,,10,10,10,10
13,Latvia,,62,63,63,64
14,Lithuania,,73,72,73,73
15,Luxembourg,,4,4,4,4
16,Hungary,,258,177,116,74
17,Malta,,0,0,0,0
18,Netherlands,,99,92,85,78
19,Austria,,59,48,39,31
20,Poland,,936,638,407,215
21,Portugal,,4,0,0,0
22,Romania,,359,340,345,340
23,Slovenia,,23,23,23,23
24,Slovakia,,57,45,45,47
25,Finland,,3,3,3,3
26,Sweden,,95,98,102,105
27,United Kingdom,,35,24,14,2
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,9,9,9,9
31,Switzerland,,54,56,61,63
