,Region,796,801,808,815,822
0,Belgium,,161,171,171,171
1,Bulgaria,,119,149,176,210
2,Czechia,,152,139,130,127
3,Denmark,,178,148,127,119
4,Germany,,443,283,109,44
5,Estonia,,42,39,43,40
6,Ireland,,45,55,53,50
7,Greece,,307,289,284,287
8,Spain,,734,751,756,760
9,France,,688,680,632,635
10,Croatia,,72,65,62,63
11,Italy,,1054,1169,1310,1423
12,Cyprus,,16,16,16,15
13,Latvia,,61,59,58,58
14,Lithuania,,93,88,82,77
15,Luxembourg,,11,12,13,17
16,Hungary,,244,243,244,252
17,Malta,,8,8,9,9
18,Netherlands,,95,96,97,95
19,Austria,,284,291,308,318
20,Poland,,520,474,453,442
21,Portugal,,144,150,154,157
22,Romania,,244,270,337,376
23,Slovenia,,30,28,27,26
24,Slovakia,,148,130,117,105
25,Finland,,174,184,171,182
26,Sweden,,121,120,117,116
27,United Kingdom,,1093,1174,1246,1285
28,Iceland,,11,14,11,11
29,Liechtenstein,,1,1,1,1
30,Norway,,176,188,187,187
31,Switzerland,,260,316,364,443
