,Region,670,675,682,689,696
0,Belgium,,291,324,346,366
1,Bulgaria,,959,787,639,519
2,Czechia,,637,657,671,669
3,Denmark,,45,55,56,62
4,Germany,,1749,2131,2566,3013
5,Estonia,,65,61,59,61
6,Ireland,,44,36,35,33
7,Greece,,604,626,604,549
8,Spain,,147,133,132,124
9,France,,362,368,441,448
10,Croatia,,450,439,422,385
11,Italy,,460,511,569,624
12,Cyprus,,4,4,4,4
13,Latvia,,234,226,210,189
14,Lithuania,,182,161,139,117
15,Luxembourg,,7,7,7,7
16,Hungary,,1222,1514,1770,1959
17,Malta,,1,1,1,1
18,Netherlands,,251,259,264,266
19,Austria,,385,466,539,583
20,Poland,,2606,3447,4246,4838
21,Portugal,,81,93,101,109
22,Romania,,1512,1178,947,922
23,Slovenia,,138,150,161,171
24,Slovakia,,379,441,498,550
25,Finland,,28,28,26,26
26,Sweden,,25,24,24,24
27,United Kingdom,,937,805,701,705
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,40,40,32,29
31,Switzerland,,60,63,66,68
