,Region,495,500,507,514,521
0,Belgium,,70,53,38,27
1,Bulgaria,,128,87,55,28
2,Czechia,,59,33,14,2
3,Denmark,,12,15,16,17
4,Germany,,999,926,865,794
5,Estonia,,20,21,21,21
6,Ireland,,0,0,0,0
7,Greece,,232,220,220,220
8,Spain,,208,175,126,81
9,France,,771,777,729,645
10,Croatia,,73,36,17,8
11,Italy,,635,459,319,200
12,Cyprus,,7,7,7,7
13,Latvia,,51,51,50,50
14,Lithuania,,70,67,66,65
15,Luxembourg,,4,4,4,4
16,Hungary,,135,70,31,9
17,Malta,,1,1,1,1
18,Netherlands,,68,57,48,40
19,Austria,,36,27,23,20
20,Poland,,480,227,49,0
21,Portugal,,0,0,0,0
22,Romania,,350,360,363,363
23,Slovenia,,21,19,17,16
24,Slovakia,,37,37,38,39
25,Finland,,14,14,13,13
26,Sweden,,93,114,116,116
27,United Kingdom,,77,89,101,115
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,5,6,6,6
31,Switzerland,,36,34,33,32
