,Region,537,542,549,556,563
0,Belgium,,4,0,0,0
1,Bulgaria,,55,56,54,49
2,Czechia,,0,0,0,0
3,Denmark,,2,3,3,3
4,Germany,,161,125,98,73
5,Estonia,,0,0,0,0
6,Ireland,,6,6,7,7
7,Greece,,43,40,39,38
8,Spain,,127,113,131,131
9,France,,130,109,77,48
10,Croatia,,9,5,3,2
11,Italy,,77,40,17,0
12,Cyprus,,1,1,1,1
13,Latvia,,13,12,12,12
14,Lithuania,,5,4,3,2
15,Luxembourg,,1,1,1,1
16,Hungary,,8,10,14,22
17,Malta,,0,0,0,0
18,Netherlands,,9,6,2,0
19,Austria,,14,18,21,24
20,Poland,,57,34,18,2
21,Portugal,,60,86,104,117
22,Romania,,238,238,238,240
23,Slovenia,,2,2,2,2
24,Slovakia,,11,11,12,12
25,Finland,,3,3,3,3
26,Sweden,,15,20,23,25
27,United Kingdom,,261,348,453,559
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,2,2,3,3
31,Switzerland,,4,1,0,0
