,Region,726,731,738,745,752
0,Belgium,,138,170,202,218
1,Bulgaria,,514,513,497,492
2,Czechia,,270,261,250,246
3,Denmark,,105,103,95,86
4,Germany,,1439,1427,1454,1468
5,Estonia,,21,18,20,19
6,Ireland,,84,97,85,76
7,Greece,,589,627,642,648
8,Spain,,957,1095,1230,1225
9,France,,1567,1578,1547,1543
10,Croatia,,202,168,141,120
11,Italy,,2442,3133,3777,4222
12,Cyprus,,17,17,17,17
13,Latvia,,73,75,74,75
14,Lithuania,,105,93,82,72
15,Luxembourg,,10,9,10,12
16,Hungary,,347,262,196,149
17,Malta,,14,14,14,14
18,Netherlands,,57,50,47,48
19,Austria,,60,78,86,100
20,Poland,,2146,2052,1976,1926
21,Portugal,,211,241,260,275
22,Romania,,176,194,277,357
23,Slovenia,,41,38,36,34
24,Slovakia,,277,253,226,201
25,Finland,,80,82,81,82
26,Sweden,,128,130,127,128
27,United Kingdom,,2321,2724,3021,3317
28,Iceland,,2,2,2,2
29,Liechtenstein,,1,1,1,1
30,Norway,,33,33,33,33
31,Switzerland,,124,136,137,140
