,Region,698,703,710,717,724
0,Belgium,,420,431,454,471
1,Bulgaria,,459,383,305,254
2,Czechia,,754,740,739,734
3,Denmark,,64,61,52,47
4,Germany,,2738,2875,2834,2801
5,Estonia,,25,29,28,26
6,Ireland,,52,39,38,37
7,Greece,,589,528,453,376
8,Spain,,390,423,456,453
9,France,,1100,1130,1127,1132
10,Croatia,,298,226,172,126
11,Italy,,872,1040,1163,1251
12,Cyprus,,13,10,11,10
13,Latvia,,64,53,52,48
14,Lithuania,,124,107,92,78
15,Luxembourg,,8,10,9,9
16,Hungary,,968,759,569,418
17,Malta,,1,1,1,1
18,Netherlands,,314,299,295,294
19,Austria,,269,219,173,139
20,Poland,,2931,2851,2780,2709
21,Portugal,,104,98,96,93
22,Romania,,565,592,662,764
23,Slovenia,,83,78,75,72
24,Slovakia,,686,749,809,860
25,Finland,,43,38,40,40
26,Sweden,,36,35,36,37
27,United Kingdom,,779,760,750,738
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,1,1,1
30,Norway,,58,58,50,49
31,Switzerland,,172,172,179,176
