,Region,719,724,731,738,745
0,Belgium,,94,77,65,83
1,Bulgaria,,544,539,546,532
2,Czechia,,325,291,273,260
3,Denmark,,96,92,84,73
4,Germany,,1549,1341,1303,1272
5,Estonia,,16,17,13,13
6,Ireland,,30,36,36,35
7,Greece,,440,399,356,322
8,Spain,,540,593,636,650
9,France,,1596,1738,1795,1812
10,Croatia,,229,192,158,132
11,Italy,,1408,1582,1706,1813
12,Cyprus,,12,12,12,9
13,Latvia,,77,77,79,79
14,Lithuania,,104,91,77,66
15,Luxembourg,,6,6,5,5
16,Hungary,,488,394,317,254
17,Malta,,7,7,8,8
18,Netherlands,,80,66,60,56
19,Austria,,61,51,64,68
20,Poland,,1973,1647,1330,1113
21,Portugal,,29,20,16,14
22,Romania,,226,178,202,283
23,Slovenia,,49,45,43,41
24,Slovakia,,236,189,154,126
25,Finland,,66,69,68,68
26,Sweden,,70,76,81,84
27,United Kingdom,,1439,1624,1919,2118
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,1,1,1
30,Norway,,49,46,47,46
31,Switzerland,,97,81,75,70
