,Region,558,563,570,577,584
0,Belgium,,18,17,18,19
1,Bulgaria,,28,26,25,24
2,Czechia,,18,19,21,22
3,Denmark,,5,8,10,11
4,Germany,,238,234,228,227
5,Estonia,,1,1,1,1
6,Ireland,,9,8,8,8
7,Greece,,101,109,113,113
8,Spain,,295,336,345,355
9,France,,332,406,471,537
10,Croatia,,22,22,22,22
11,Italy,,148,182,207,229
12,Cyprus,,13,13,13,13
13,Latvia,,6,6,6,6
14,Lithuania,,5,5,5,4
15,Luxembourg,,1,1,1,1
16,Hungary,,5,4,4,3
17,Malta,,1,1,1,1
18,Netherlands,,36,38,40,42
19,Austria,,3,2,1,0
20,Poland,,17,8,0,0
21,Portugal,,0,0,0,0
22,Romania,,27,31,31,31
23,Slovenia,,2,2,2,2
24,Slovakia,,5,5,4,4
25,Finland,,4,5,5,4
26,Sweden,,6,7,7,7
27,United Kingdom,,587,668,746,837
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,0,1,1,1
31,Switzerland,,8,10,12,13
