,Region,705,710,717,724,731
0,Belgium,,244,203,187,172
1,Bulgaria,,412,329,282,234
2,Czechia,,447,404,381,368
3,Denmark,,31,18,12,7
4,Germany,,2040,1828,1498,1303
5,Estonia,,28,28,26,26
6,Ireland,,39,38,36,35
7,Greece,,476,392,317,249
8,Spain,,344,368,348,352
9,France,,1126,1129,1126,1130
10,Croatia,,300,259,215,178
11,Italy,,1215,1478,1676,1809
12,Cyprus,,8,9,7,7
13,Latvia,,51,48,45,44
14,Lithuania,,161,153,143,132
15,Luxembourg,,11,10,9,9
16,Hungary,,538,297,134,45
17,Malta,,2,2,2,2
18,Netherlands,,264,250,247,245
19,Austria,,100,39,10,1
20,Poland,,2797,2721,2668,2630
21,Portugal,,105,103,104,104
22,Romania,,413,431,488,460
23,Slovenia,,41,32,26,21
24,Slovakia,,465,416,399,374
25,Finland,,43,47,45,46
26,Sweden,,32,32,33,33
27,United Kingdom,,641,590,564,538
28,Iceland,,0,1,1,1
29,Liechtenstein,,1,1,1,1
30,Norway,,60,54,59,55
31,Switzerland,,146,141,137,137
