,Region,782,787,794,801,808
0,Belgium,,142,139,136,131
1,Bulgaria,,216,156,117,137
2,Czechia,,192,170,160,155
3,Denmark,,319,309,299,291
4,Germany,,1508,1476,1467,1440
5,Estonia,,59,58,48,47
6,Ireland,,63,70,64,60
7,Greece,,339,315,304,303
8,Spain,,511,215,66,25
9,France,,646,605,580,577
10,Croatia,,92,66,51,43
11,Italy,,844,712,612,561
12,Cyprus,,24,24,24,25
13,Latvia,,85,75,74,72
14,Lithuania,,114,107,101,94
15,Luxembourg,,8,5,5,5
16,Hungary,,249,146,84,51
17,Malta,,6,6,6,6
18,Netherlands,,87,104,94,95
19,Austria,,187,169,147,135
20,Poland,,700,560,471,405
21,Portugal,,55,42,24,27
22,Romania,,289,242,247,286
23,Slovenia,,42,36,32,28
24,Slovakia,,212,196,182,169
25,Finland,,88,87,83,83
26,Sweden,,255,244,233,223
27,United Kingdom,,717,683,691,681
28,Iceland,,9,10,12,13
29,Liechtenstein,,0,0,0,0
30,Norway,,82,84,84,83
31,Switzerland,,95,97,100,102
