,Region,481,486,493,500,507
0,Belgium,,136,117,101,86
1,Bulgaria,,257,199,149,105
2,Czechia,,160,107,69,41
3,Denmark,,4,5,5,5
4,Germany,,1281,1235,1181,1108
5,Estonia,,23,21,20,20
6,Ireland,,13,7,3,0
7,Greece,,336,326,325,326
8,Spain,,528,529,523,532
9,France,,1045,888,777,650
10,Croatia,,235,233,234,237
11,Italy,,1032,797,597,429
12,Cyprus,,14,13,13,13
13,Latvia,,54,53,53,53
14,Lithuania,,53,41,32,28
15,Luxembourg,,3,3,4,4
16,Hungary,,449,346,265,202
17,Malta,,0,0,0,0
18,Netherlands,,89,74,63,52
19,Austria,,86,68,55,45
20,Poland,,1317,921,602,345
21,Portugal,,19,26,35,45
22,Romania,,563,564,566,573
23,Slovenia,,36,37,37,36
24,Slovakia,,226,226,231,234
25,Finland,,10,10,10,10
26,Sweden,,91,93,90,92
27,United Kingdom,,78,82,82,80
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,10,11,11,11
31,Switzerland,,19,8,0,0
