,Region,817,822,829,836,843
0,Belgium,,175,176,175,172
1,Bulgaria,,90,92,92,87
2,Czechia,,74,57,48,41
3,Denmark,,91,86,83,79
4,Germany,,1085,952,840,763
5,Estonia,,16,15,14,13
6,Ireland,,61,54,51,49
7,Greece,,482,487,493,495
8,Spain,,0,0,0,0
9,France,,956,981,1065,1077
10,Croatia,,42,34,34,36
11,Italy,,909,833,761,699
12,Cyprus,,19,16,18,17
13,Latvia,,29,29,27,26
14,Lithuania,,42,37,33,31
15,Luxembourg,,12,11,10,9
16,Hungary,,123,101,90,88
17,Malta,,14,14,14,15
18,Netherlands,,72,62,63,64
19,Austria,,187,147,117,101
20,Poland,,121,104,96,105
21,Portugal,,100,95,91,90
22,Romania,,120,135,172,251
23,Slovenia,,22,22,22,24
24,Slovakia,,167,154,144,133
25,Finland,,181,210,198,189
26,Sweden,,73,76,65,58
27,United Kingdom,,1831,1913,1949,1937
28,Iceland,,4,4,4,4
29,Liechtenstein,,0,0,0,0
30,Norway,,120,116,118,114
31,Switzerland,,41,43,41,47
