,Region,586,591,598,605,612
0,Belgium,,31,31,31,33
1,Bulgaria,,313,397,441,473
2,Czechia,,30,37,44,53
3,Denmark,,14,15,14,14
4,Germany,,182,192,193,193
5,Estonia,,3,3,4,4
6,Ireland,,17,18,18,19
7,Greece,,228,230,233,232
8,Spain,,895,959,998,1028
9,France,,467,448,470,490
10,Croatia,,32,31,33,32
11,Italy,,381,408,441,474
12,Cyprus,,18,18,18,18
13,Latvia,,7,6,7,6
14,Lithuania,,75,99,121,143
15,Luxembourg,,1,1,1,1
16,Hungary,,9,10,11,11
17,Malta,,4,5,5,5
18,Netherlands,,50,52,55,58
19,Austria,,19,21,24,26
20,Poland,,37,47,57,68
21,Portugal,,92,104,111,117
22,Romania,,138,148,148,147
23,Slovenia,,14,19,23,26
24,Slovakia,,2,2,2,1
25,Finland,,10,10,11,11
26,Sweden,,14,15,15,17
27,United Kingdom,,955,1122,1335,1541
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,3,3,3,3
31,Switzerland,,11,9,8,7
