,Region,691,696,703,710,717
0,Belgium,,366,387,393,400
1,Bulgaria,,583,484,407,326
2,Czechia,,782,765,756,754
3,Denmark,,79,83,84,78
4,Germany,,2968,3319,3638,3916
5,Estonia,,29,22,24,22
6,Ireland,,81,85,75,68
7,Greece,,596,528,450,371
8,Spain,,222,214,207,204
9,France,,998,1097,1117,1128
10,Croatia,,384,324,268,214
11,Italy,,658,704,747,791
12,Cyprus,,7,10,8,8
13,Latvia,,88,81,76,74
14,Lithuania,,107,87,69,53
15,Luxembourg,,11,10,13,13
16,Hungary,,1328,1254,1139,1017
17,Malta,,3,1,2,2
18,Netherlands,,462,473,475,478
19,Austria,,384,357,330,295
20,Poland,,2813,2655,2449,2275
21,Portugal,,149,163,176,187
22,Romania,,444,372,357,393
23,Slovenia,,100,96,93,91
24,Slovakia,,615,683,745,800
25,Finland,,56,58,57,58
26,Sweden,,18,16,16,16
27,United Kingdom,,851,853,856,863
28,Iceland,,0,0,0,0
29,Liechtenstein,,1,1,1,1
30,Norway,,36,32,28,25
31,Switzerland,,181,203,214,228
