,Region,628,633,640,647,654
0,Belgium,,69,74,80,88
1,Bulgaria,,619,674,696,698
2,Czechia,,29,33,34,38
3,Denmark,,8,8,8,8
4,Germany,,482,525,573,621
5,Estonia,,30,35,38,41
6,Ireland,,32,32,31,31
7,Greece,,218,221,220,219
8,Spain,,307,302,304,306
9,France,,134,90,56,30
10,Croatia,,99,97,96,98
11,Italy,,275,248,237,231
12,Cyprus,,3,3,3,3
13,Latvia,,61,61,59,60
14,Lithuania,,191,216,238,259
15,Luxembourg,,1,1,1,1
16,Hungary,,63,69,78,82
17,Malta,,1,1,1,1
18,Netherlands,,23,21,18,16
19,Austria,,78,84,91,96
20,Poland,,229,293,358,437
21,Portugal,,64,79,92,99
22,Romania,,2376,2835,3184,3461
23,Slovenia,,447,295,373,420
24,Slovakia,,94,120,147,174
25,Finland,,12,13,13,13
26,Sweden,,35,37,37,38
27,United Kingdom,,793,785,776,767
28,Iceland,,0,0,0,0
29,Liechtenstein,,0,0,0,0
30,Norway,,8,8,8,9
31,Switzerland,,5,1,1,1
