,State,536,542,549,556,563,570,577
0,Washington,NaN,1571,1363,1274,1212,1154,1082
1,Illinois,NaN,1382,1941,2283,2359,2315,2206
2,California,NaN,9239,11811,13218,13324,12833,11899
3,Arizona,NaN,3485,4032,4264,4283,4150,3922
4,Massachusetts,NaN,222,238,248,250,241,233
5,Wisconsin,NaN,328,398,451,468,469,463
6,Texas,NaN,8696,11983,14170,14528,14263,13598
7,Nebraska,NaN,294,300,313,313,314,304
8,Utah,NaN,1736,1911,2001,1969,1904,1793
9,Oregon,NaN,663,543,504,486,469,455
10,Florida,NaN,12631,15719,17318,17294,16364,15037
11,New York,NaN,2113,2522,2714,2749,2672,2523
12,Rhode Island,NaN,44,30,27,26,28,27
13,Georgia,NaN,2266,2935,3389,3480,3434,3323
14,New Hampshire,NaN,22,14,14,17,20,20
15,North Carolina,NaN,1395,1706,1894,1895,1815,1698
16,New Jersey,NaN,1266,1262,1263,1233,1183,1103
17,Colorado,NaN,1876,1860,1872,1826,1773,1686
18,Maryland,NaN,323,392,419,425,420,411
19,Nevada,NaN,3193,3393,3497,3443,3190,2923
20,Tennessee,NaN,950,1766,2311,2439,2385,2271
21,Hawaii,NaN,324,358,378,384,372,360
22,Indiana,NaN,1348,1641,1857,1912,1892,1865
23,Kentucky,NaN,568,501,501,507,513,519
24,Minnesota,NaN,314,319,323,329,330,329
25,Oklahoma,NaN,1027,1232,1351,1365,1340,1296
26,Pennsylvania,NaN,531,465,440,436,438,432
27,South Carolina,NaN,404,474,517,524,534,527
28,District of Columbia,NaN,45,44,41,40,35,30
29,Kansas,NaN,1077,1387,1573,1606,1585,1499
30,Missouri,NaN,8567,11794,13576,13528,12632,11237
31,Vermont,NaN,0,0,0,0,0,0
32,Virginia,NaN,875,1151,1322,1392,1391,1370
33,Connecticut,NaN,262,287,298,299,297,280
34,Iowa,NaN,553,440,387,389,408,406
35,Louisiana,NaN,4049,6099,7241,7542,7318,6916
36,Ohio,NaN,859,831,843,858,873,868
37,Michigan,NaN,641,669,693,708,706,710
38,South Dakota,NaN,13,7,7,11,14,14
39,Arkansas,NaN,3866,5532,6442,6493,6051,5409
40,Delaware,NaN,110,119,121,124,121,111
41,Mississippi,NaN,1253,1710,1970,2023,1987,1877
42,New Mexico,NaN,180,175,171,173,171,165
43,North Dakota,NaN,15,9,10,14,14,17
44,Wyoming,NaN,257,241,236,234,229,223
45,Alaska,NaN,263,413,492,515,484,453
46,Maine,NaN,33,28,26,28,30,31
47,Alabama,NaN,1635,2726,3380,3598,3554,3429
48,Idaho,NaN,362,460,514,530,525,520
49,Montana,NaN,197,174,164,160,161,162
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,96,72,77,84,89,93
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
