,State,648,654,661,668,675,682,689
0,Washington,NaN,15192,15410,15828,16193,16889,18116
1,Illinois,NaN,14803,15621,16581,17662,19179,21255
2,California,NaN,44518,53221,58926,62483,66790,73480
3,Arizona,NaN,18908,21537,22943,23191,23017,22998
4,Massachusetts,NaN,8099,8695,9435,10118,11163,12783
5,Wisconsin,NaN,14216,14641,14907,15168,15716,16330
6,Texas,NaN,26977,26281,26716,27764,29296,32083
7,Nebraska,NaN,3481,3614,3689,3727,3772,3822
8,Utah,NaN,7671,8312,8610,8698,8715,8629
9,Oregon,NaN,7517,7457,7473,7437,7636,7793
10,Florida,NaN,13992,13182,13135,13999,15982,19413
11,New York,NaN,24416,23842,24247,24946,26591,29361
12,Rhode Island,NaN,1828,1911,2017,2087,2195,2368
13,Georgia,NaN,8707,8675,8841,8964,9283,9959
14,New Hampshire,NaN,1110,392,135,59,34,27
15,North Carolina,NaN,13823,12690,12236,12168,12285,12669
16,New Jersey,NaN,9490,11539,13277,14243,15548,17378
17,Colorado,NaN,19717,22164,23042,22861,21881,20975
18,Maryland,NaN,5155,5262,5449,5715,6180,6998
19,Nevada,NaN,3636,3369,3242,3228,3327,3509
20,Tennessee,NaN,7054,6167,5865,6010,6486,7337
21,Hawaii,NaN,926,1026,1104,1152,1233,1372
22,Indiana,NaN,10679,10429,10540,10683,10965,11509
23,Kentucky,NaN,8654,7863,7552,7594,7913,8522
24,Minnesota,NaN,16058,16282,16486,16605,16777,17233
25,Oklahoma,NaN,6317,5680,5404,5459,5693,6084
26,Pennsylvania,NaN,26186,24666,24055,23689,23369,23505
27,South Carolina,NaN,5697,5406,5325,5550,6002,6834
28,District of Columbia,NaN,654,802,869,946,1036,1177
29,Kansas,NaN,5678,5728,5707,5725,5834,6065
30,Missouri,NaN,5949,5953,6015,6138,6479,6893
31,Vermont,NaN,1341,1283,1280,1277,1286,1349
32,Virginia,NaN,9586,8784,8414,8529,9046,9977
33,Connecticut,NaN,2277,2084,2118,2245,2435,2827
34,Iowa,NaN,6691,6677,6716,6805,6950,7164
35,Louisiana,NaN,3049,2860,2848,2963,3177,3564
36,Ohio,NaN,23118,21875,21479,21694,22261,23457
37,Michigan,NaN,26757,26607,27036,27096,27424,27960
38,South Dakota,NaN,2270,2243,2226,2221,2232,2253
39,Arkansas,NaN,2916,2689,2606,2633,2794,3029
40,Delaware,NaN,1831,1627,1535,1547,1642,1790
41,Mississippi,NaN,3215,3181,3211,3311,3436,3665
42,New Mexico,NaN,6306,7119,7363,7357,7229,7093
43,North Dakota,NaN,3353,3168,3045,2964,2922,2874
44,Wyoming,NaN,2739,2515,2374,2311,2271,2248
45,Alaska,NaN,4645,3995,3693,3621,3609,3652
46,Maine,NaN,3310,3431,3507,3437,3411,3355
47,Alabama,NaN,14980,26040,30665,27693,22944,18642
48,Idaho,NaN,6536,5584,5156,4983,4891,4880
49,Montana,NaN,5238,4706,4457,4269,4194,4120
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,5703,5152,4918,4843,4857,4985
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
