,State,830,836,843,850,857,864,871
0,Washington,NaN,14976,23946,35975,48651,57921,61679
1,Illinois,NaN,25396,33501,44551,57787,69517,77295
2,California,NaN,50497,91768,142258,193918,254061,300671
3,Arizona,NaN,2378,2565,3184,4301,6099,8986
4,Massachusetts,NaN,17375,21738,27622,34433,40034,42293
5,Wisconsin,NaN,9681,13830,20146,28954,39149,48179
6,Texas,NaN,18804,21111,28829,43670,67710,102082
7,Nebraska,NaN,2105,2892,4123,5924,8256,10886
8,Utah,NaN,1249,2171,3871,6937,12074,18875
9,Oregon,NaN,7258,11337,17269,24475,30966,34866
10,Florida,NaN,19811,30274,48786,76961,113066,148677
11,New York,NaN,48728,57833,74648,95790,116235,128063
12,Rhode Island,NaN,2486,2921,3662,4473,5246,5923
13,Georgia,NaN,4178,6249,10670,18820,31011,46139
14,New Hampshire,NaN,3333,4325,5795,7725,9501,10693
15,North Carolina,NaN,12172,18345,29004,45009,64558,84984
16,New Jersey,NaN,18503,23937,32437,43906,55237,62540
17,Colorado,NaN,8180,7547,8671,11105,15229,20869
18,Maryland,NaN,6933,9953,15128,22226,31711,40551
19,Nevada,NaN,1578,2089,2959,4343,6539,9925
20,Tennessee,NaN,2400,3152,4709,7586,12641,20327
21,Hawaii,NaN,2567,4109,6308,8661,10601,11275
22,Indiana,NaN,6521,12374,22450,37060,52540,62412
23,Kentucky,NaN,3362,4000,5523,8210,12442,17444
24,Minnesota,NaN,8887,12834,18697,26246,34899,42336
25,Oklahoma,NaN,1821,2390,3542,5381,8077,11499
26,Pennsylvania,NaN,13475,19528,29154,43318,63175,83295
27,South Carolina,NaN,1686,2752,4760,8525,15004,24619
28,District of Columbia,NaN,999,765,699,699,764,937
29,Kansas,NaN,2207,4031,6471,8734,11286,14731
30,Missouri,NaN,1342,1792,2661,3998,5526,7563
31,Vermont,NaN,1850,1942,2129,2396,2572,2716
32,Virginia,NaN,11455,15450,22117,31436,42163,52544
33,Connecticut,NaN,6501,7487,9249,11705,14643,18407
34,Iowa,NaN,1426,1914,2794,4294,6558,10101
35,Louisiana,NaN,1724,2669,4648,8091,13333,19894
36,Ohio,NaN,8000,12332,19884,32202,51099,73444
37,Michigan,NaN,13397,20165,30664,44189,59309,72225
38,South Dakota,NaN,212,289,419,666,1138,1942
39,Arkansas,NaN,716,917,1317,2013,3250,5190
40,Delaware,NaN,1279,1493,2009,2752,3721,5035
41,Mississippi,NaN,533,591,815,1312,2191,3782
42,New Mexico,NaN,1262,1574,2089,2881,4012,5756
43,North Dakota,NaN,291,388,577,890,1337,2004
44,Wyoming,NaN,138,165,214,303,437,683
45,Alaska,NaN,1529,1637,1832,2074,2486,2849
46,Maine,NaN,2335,2638,3127,3774,4573,5338
47,Alabama,NaN,1751,2149,3076,4791,7731,12176
48,Idaho,NaN,529,616,785,1093,1597,2469
49,Montana,NaN,496,649,875,1243,1786,2569
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,1417,1926,2722,3929,5627,7739
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
