,State,508,514,521,528,535,542,549
0,Washington,NaN,3063,2280,1898,1753,1602,1477
1,Illinois,NaN,1606,910,638,566,536,519
2,California,NaN,5934,6647,7041,6978,6629,6180
3,Arizona,NaN,2446,2339,2261,2225,2182,2068
4,Massachusetts,NaN,504,322,239,208,189,172
5,Wisconsin,NaN,570,382,326,317,325,328
6,Texas,NaN,6633,7417,7908,7894,7648,7236
7,Nebraska,NaN,313,426,484,507,506,490
8,Utah,NaN,1158,1453,1596,1614,1587,1497
9,Oregon,NaN,1395,1240,1159,1118,1064,991
10,Florida,NaN,8187,7390,6961,6696,6346,5873
11,New York,NaN,2354,1711,1416,1336,1238,1180
12,Rhode Island,NaN,85,52,40,35,35,33
13,Georgia,NaN,1770,1670,1651,1639,1605,1573
14,New Hampshire,NaN,125,71,56,53,53,53
15,North Carolina,NaN,1469,1319,1303,1302,1303,1287
16,New Jersey,NaN,1252,1226,1218,1168,1101,1000
17,Colorado,NaN,3234,3322,3319,3253,3089,2815
18,Maryland,NaN,450,308,251,232,221,214
19,Nevada,NaN,1585,2284,2650,2706,2614,2417
20,Tennessee,NaN,1041,1020,1024,1033,1061,1064
21,Hawaii,NaN,264,309,313,317,294,272
22,Indiana,NaN,1629,1339,1237,1209,1197,1173
23,Kentucky,NaN,1024,829,772,756,747,750
24,Minnesota,NaN,677,452,360,355,350,348
25,Oklahoma,NaN,482,425,405,410,422,414
26,Pennsylvania,NaN,1946,1300,1031,933,890,829
27,South Carolina,NaN,726,550,474,453,446,446
28,District of Columbia,NaN,98,64,53,43,39,32
29,Kansas,NaN,397,410,428,436,433,423
30,Missouri,NaN,2838,3710,4195,4248,4096,3867
31,Vermont,NaN,16,7,5,7,7,8
32,Virginia,NaN,682,500,443,446,453,468
33,Connecticut,NaN,309,233,201,187,183,164
34,Iowa,NaN,288,257,261,273,276,279
35,Louisiana,NaN,1757,2006,2203,2242,2190,2133
36,Ohio,NaN,1677,1289,1140,1110,1097,1079
37,Michigan,NaN,1314,817,620,575,564,558
38,South Dakota,NaN,31,18,15,14,17,16
39,Arkansas,NaN,754,829,882,893,893,886
40,Delaware,NaN,165,110,86,78,72,67
41,Mississippi,NaN,434,425,430,449,467,456
42,New Mexico,NaN,205,161,146,145,138,140
43,North Dakota,NaN,99,66,62,60,63,63
44,Wyoming,NaN,290,370,405,429,420,397
45,Alaska,NaN,69,50,41,43,43,43
46,Maine,NaN,194,111,82,78,78,81
47,Alabama,NaN,1141,1225,1326,1355,1361,1345
48,Idaho,NaN,515,468,448,442,432,425
49,Montana,NaN,296,255,239,231,229,220
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,515,395,359,352,356,357
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
