,State,641,647,654,661,668,675,682
0,Washington,NaN,15130,14927,14991,14927,14894,14852
1,Illinois,NaN,15146,15259,15559,16041,16694,17660
2,California,NaN,40083,44229,46564,47968,48991,51076
3,Arizona,NaN,14777,15322,15403,15171,14704,14221
4,Massachusetts,NaN,9232,9878,10442,10917,11424,11964
5,Wisconsin,NaN,14087,11527,10565,10295,10190,10556
6,Texas,NaN,35426,32546,31677,31441,32074,33343
7,Nebraska,NaN,3541,3048,2837,2750,2751,2775
8,Utah,NaN,6302,6533,6548,6463,6268,6037
9,Oregon,NaN,8305,8534,8472,8341,8245,8123
10,Florida,NaN,17628,15320,14488,14674,15725,17474
11,New York,NaN,28734,26809,26398,26408,27256,28424
12,Rhode Island,NaN,1766,1758,1740,1726,1717,1679
13,Georgia,NaN,9686,7804,7079,6966,7111,7520
14,New Hampshire,NaN,4022,4032,3924,3682,3376,3033
15,North Carolina,NaN,16590,14541,13698,13398,13171,13277
16,New Jersey,NaN,8249,7802,7798,7996,8369,9152
17,Colorado,NaN,15919,15762,15464,15002,14398,13527
18,Maryland,NaN,5580,5145,4959,4965,5151,5385
19,Nevada,NaN,4105,4125,4147,4142,4100,4109
20,Tennessee,NaN,9516,7959,7212,7091,7271,7703
21,Hawaii,NaN,812,770,758,773,808,821
22,Indiana,NaN,11110,10017,9511,9371,9405,9571
23,Kentucky,NaN,10372,8969,8351,8192,8296,8547
24,Minnesota,NaN,14885,12626,11704,11265,11205,11010
25,Oklahoma,NaN,8006,7603,7282,7283,7148,7164
26,Pennsylvania,NaN,27913,25642,24314,23513,22532,21748
27,South Carolina,NaN,6993,5734,5317,5378,5614,6029
28,District of Columbia,NaN,518,526,534,543,535,535
29,Kansas,NaN,5333,5021,4859,4799,4766,4784
30,Missouri,NaN,6267,5781,5621,5643,5755,5903
31,Vermont,NaN,1550,1619,1658,1621,1595,1546
32,Virginia,NaN,12256,10957,10428,10279,10454,10706
33,Connecticut,NaN,3420,3858,4235,4465,4546,4739
34,Iowa,NaN,6763,6046,5717,5718,5744,5754
35,Louisiana,NaN,3622,3385,3272,3356,3437,3647
36,Ohio,NaN,24219,20864,19535,19002,19107,19352
37,Michigan,NaN,26982,25475,24969,24535,24021,23429
38,South Dakota,NaN,2148,2103,2067,2040,1984,1941
39,Arkansas,NaN,3538,3182,3024,3018,3034,3109
40,Delaware,NaN,2171,1893,1770,1718,1674,1663
41,Mississippi,NaN,3165,2880,2781,2734,2818,2946
42,New Mexico,NaN,5049,5192,5225,5003,4720,4209
43,North Dakota,NaN,3117,2697,2461,2369,2269,2191
44,Wyoming,NaN,2857,2620,2458,2368,2284,2188
45,Alaska,NaN,5183,4610,4233,3999,3770,3545
46,Maine,NaN,3245,3389,3407,3339,3282,3121
47,Alabama,NaN,5777,5922,6044,6139,6233,6436
48,Idaho,NaN,8515,8102,7849,7360,6825,6247
49,Montana,NaN,5839,5263,4909,4612,4375,4067
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6434,5676,5323,5151,5047,4944
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
