,State,620,626,633,640,647,654,661
0,Washington,NaN,19771,18891,18179,17595,16807,16044
1,Illinois,NaN,17656,15811,15051,14810,14817,15050
2,California,NaN,48716,50146,50919,51274,51454,52004
3,Arizona,NaN,18406,19368,19594,19342,18583,17484
4,Massachusetts,NaN,9691,8965,8733,8603,8605,8909
5,Wisconsin,NaN,19892,19069,18490,17632,16346,14771
6,Texas,NaN,65028,57338,53641,51917,50895,50566
7,Nebraska,NaN,4380,4480,4481,4355,4195,3943
8,Utah,NaN,5769,5393,5204,5049,4845,4659
9,Oregon,NaN,10615,9722,9128,8737,8270,7825
10,Florida,NaN,48509,37453,32765,31935,32583,34190
11,New York,NaN,33227,32003,31187,30237,29267,27651
12,Rhode Island,NaN,2231,2184,2120,2031,1905,1725
13,Georgia,NaN,22453,18357,16531,15870,15559,15503
14,New Hampshire,NaN,3270,3500,3539,3406,3109,2691
15,North Carolina,NaN,29530,23783,21015,19673,18769,17865
16,New Jersey,NaN,11761,10351,9916,9720,9898,10067
17,Colorado,NaN,12121,11632,11319,10940,10562,10082
18,Maryland,NaN,8433,8684,8840,8814,8510,8346
19,Nevada,NaN,5473,4892,4632,4509,4370,4311
20,Tennessee,NaN,20442,15214,13003,12357,12298,12308
21,Hawaii,NaN,1956,1558,1376,1352,1353,1389
22,Indiana,NaN,16935,14521,13350,12830,12371,11978
23,Kentucky,NaN,20924,18433,17007,15904,14790,13597
24,Minnesota,NaN,16905,17303,17225,16493,15334,13893
25,Oklahoma,NaN,11643,9928,9027,8680,8346,7963
26,Pennsylvania,NaN,30957,29039,27848,26463,24475,22150
27,South Carolina,NaN,17229,13834,12202,11508,11199,11103
28,District of Columbia,NaN,970,769,660,615,571,521
29,Kansas,NaN,6333,5317,4860,4671,4639,4529
30,Missouri,NaN,10129,9129,8724,8499,8371,8281
31,Vermont,NaN,1303,1309,1336,1315,1257,1176
32,Virginia,NaN,18901,16785,15718,14907,14467,14107
33,Connecticut,NaN,3073,2809,2737,2747,2775,2866
34,Iowa,NaN,10712,9745,9322,9007,8457,7972
35,Louisiana,NaN,6902,5482,4917,4769,4803,4989
36,Ohio,NaN,38418,34867,33156,31651,29953,28244
37,Michigan,NaN,26189,28913,29967,29394,27470,24950
38,South Dakota,NaN,2570,2381,2280,2184,2093,1991
39,Arkansas,NaN,5493,4313,3813,3643,3671,3704
40,Delaware,NaN,3005,2793,2656,2495,2276,2027
41,Mississippi,NaN,6499,5036,4407,4214,4182,4220
42,New Mexico,NaN,5010,5462,5544,5459,5178,4838
43,North Dakota,NaN,4148,4090,3922,3617,3234,2850
44,Wyoming,NaN,3152,2731,2451,2332,2194,2068
45,Alaska,NaN,8329,7848,7304,6645,5844,4898
46,Maine,NaN,4142,4535,4646,4457,4102,3665
47,Alabama,NaN,13270,10067,8630,8174,8076,8075
48,Idaho,NaN,8778,8498,8068,7494,6769,5863
49,Montana,NaN,5638,5033,4590,4275,3908,3508
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,9965,8345,7501,7004,6395,5776
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
