,State,613,619,626,633,640,647,654
0,Washington,NaN,19415,17931,17143,16287,15368,14241
1,Illinois,NaN,21492,19794,19084,18625,18089,17235
2,California,NaN,54696,51136,49931,48925,48210,47294
3,Arizona,NaN,17087,16591,16182,15587,14756,13814
4,Massachusetts,NaN,11480,11269,11245,11069,10675,10217
5,Wisconsin,NaN,24140,27733,29076,27477,24561,20521
6,Texas,NaN,80269,69353,65145,61623,57455,53124
7,Nebraska,NaN,3519,2673,2334,2218,2127,2043
8,Utah,NaN,6013,5436,5105,4847,4584,4256
9,Oregon,NaN,10801,9834,9234,8762,8202,7527
10,Florida,NaN,68002,52866,45594,42694,41341,40521
11,New York,NaN,36570,37769,38289,37349,35182,32145
12,Rhode Island,NaN,2211,2477,2612,2521,2273,1944
13,Georgia,NaN,30443,25312,22629,21229,19864,18413
14,New Hampshire,NaN,3032,3234,3311,3227,3017,2754
15,North Carolina,NaN,38131,32383,29318,27180,25058,22561
16,New Jersey,NaN,15417,15244,15150,14789,14150,13542
17,Colorado,NaN,12135,11535,11110,10723,10090,9316
18,Maryland,NaN,8833,9812,10328,10159,9757,9156
19,Nevada,NaN,6560,5856,5536,5315,5096,4857
20,Tennessee,NaN,28017,19747,16131,14577,13501,12565
21,Hawaii,NaN,2680,2176,1958,1892,1868,1791
22,Indiana,NaN,21069,18009,16482,15343,14351,13162
23,Kentucky,NaN,23932,20160,17823,16336,14797,13267
24,Minnesota,NaN,16083,16886,17160,16335,14876,13265
25,Oklahoma,NaN,13580,11543,10435,9804,9138,8457
26,Pennsylvania,NaN,33216,34468,34770,33208,30516,26923
27,South Carolina,NaN,21807,16396,13928,12708,11733,10929
28,District of Columbia,NaN,1329,1154,1033,963,860,744
29,Kansas,NaN,7404,6042,5375,5018,4805,4584
30,Missouri,NaN,11840,10541,9979,9643,9204,8854
31,Vermont,NaN,1543,1711,1799,1747,1634,1479
32,Virginia,NaN,23151,22022,21571,20603,18923,17370
33,Connecticut,NaN,4006,3560,3513,3466,3445,3428
34,Iowa,NaN,12187,12579,12661,12044,11020,9644
35,Louisiana,NaN,9850,8180,7454,7193,7012,6909
36,Ohio,NaN,43171,39350,37221,35075,32346,29061
37,Michigan,NaN,23606,25796,26537,25870,24083,21875
38,South Dakota,NaN,2825,2668,2611,2466,2291,2107
39,Arkansas,NaN,7870,6449,5813,5488,5273,5067
40,Delaware,NaN,3129,3028,2899,2673,2358,1992
41,Mississippi,NaN,9771,8141,7306,6868,6508,6124
42,New Mexico,NaN,4142,3990,3921,3835,3685,3510
43,North Dakota,NaN,3388,3246,3091,2877,2589,2284
44,Wyoming,NaN,3590,3273,3005,2825,2576,2313
45,Alaska,NaN,6665,6892,6680,6124,5214,4210
46,Maine,NaN,3344,3511,3609,3468,3191,2861
47,Alabama,NaN,18685,15815,14226,13269,12363,11418
48,Idaho,NaN,8308,8148,7838,7248,6359,5378
49,Montana,NaN,6352,6207,5915,5414,4819,4164
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,11438,9972,8984,8072,7016,5948
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
