,State,564,570,577,584,591,598,605
0,Washington,488640,12005,15979,17578,16883,14940,12435
1,Illinois,1436353,17551,23433,26449,25925,23340,19875
2,California,4047097,79888,106873,119835,114640,98880,79472
3,Arizona,946054,18086,22463,24289,23423,20939,17685
4,Massachusetts,726395,6304,8210,9198,8908,7997,6770
5,Wisconsin,695245,8349,11688,13336,12916,11521,9552
6,Texas,3238016,92549,144575,170889,160416,130920,97424
7,Nebraska,231069,1890,2927,3426,3433,3161,2763
8,Utah,438479,3656,3667,3698,3563,3259,2938
9,Oregon,226899,6833,8359,8854,8443,7523,6424
10,Florida,2768985,116033,121560,115447,95967,69633,45031
11,New York,2176658,24012,30003,32232,30343,26325,21240
12,Rhode Island,155825,955,1244,1361,1309,1171,971
13,Georgia,1211439,33573,43713,47404,43673,36277,28172
14,New Hampshire,101662,812,1102,1222,1209,1124,998
15,North Carolina,1071137,24286,32406,36577,35170,31030,25704
16,New Jersey,1049222,9544,11846,12740,12268,10886,9027
17,Colorado,581692,6113,6603,6810,6531,5998,5268
18,Maryland,473969,5029,6711,7495,7271,6576,5608
19,Nevada,363574,6357,7234,7802,7636,6966,6068
20,Tennessee,914110,21084,29816,33812,32107,27382,21549
21,Hawaii,46503,3923,5421,5991,5585,4641,3547
22,Indiana,781326,10805,14112,15739,15339,13957,12041
23,Kentucky,495132,13052,17405,19205,18196,15596,12487
24,Minnesota,617788,4682,5880,6395,6262,5801,5079
25,Oklahoma,493983,10813,12904,13679,12842,11099,8891
26,Pennsylvania,1239996,12133,17414,19831,19437,17403,14617
27,South Carolina,634310,17877,25241,28682,26960,22632,17383
28,District of Columbia,51103,487,620,675,661,574,469
29,Kansas,340491,6279,7563,7995,7510,6572,5320
30,Missouri,708412,18061,19358,19560,18395,16102,13396
31,Vermont,25320,327,380,409,399,371,336
32,Virginia,704664,9758,13137,14708,14525,13225,11405
33,Connecticut,358076,4093,5557,6306,6114,5458,4563
34,Iowa,382401,3307,4533,5139,5080,4643,3998
35,Louisiana,573903,30745,33147,32665,28068,21192,14511
36,Ohio,1142330,12723,17683,20234,20287,19118,17151
37,Michigan,1018601,8297,11804,13703,13718,13017,11697
38,South Dakota,125599,288,325,355,354,338,317
39,Arkansas,404277,15704,17134,16920,14907,11761,8425
40,Delaware,112772,1199,1578,1758,1681,1508,1255
41,Mississippi,358149,14245,17243,17985,16007,12693,9106
42,New Mexico,213793,2934,3805,4161,4042,3560,2947
43,North Dakota,112336,523,710,807,815,755,681
44,Wyoming,66453,1024,1313,1421,1418,1336,1195
45,Alaska,77586,1887,2263,2442,2380,2131,1829
46,Maine,71306,641,800,879,881,827,743
47,Alabama,607209,23607,33763,37342,33587,26297,18972
48,Idaho,204091,3628,4713,5176,4993,4385,3616
49,Montana,117882,1421,1834,2073,2015,1818,1575
50,Puerto Rico,152343,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,4960,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,8673,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,169162,1994,2681,2997,3001,2790,2543
54,Northern Mariana Islands,183,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
