,State,795,801,808,815,822,829,836
0,Washington,NaN,6179,6388,7604,10075,14428,21515
1,Illinois,NaN,8142,9294,11614,15472,22329,33495
2,California,NaN,27710,28727,35876,52476,83207,134993
3,Arizona,NaN,4739,4753,5694,7586,10843,16151
4,Massachusetts,NaN,5935,8069,11527,17557,26504,39317
5,Wisconsin,NaN,2580,2841,3612,5269,8272,13633
6,Texas,NaN,19062,23813,34770,51875,77251,112078
7,Nebraska,NaN,538,484,539,687,1004,1519
8,Utah,NaN,747,815,975,1344,2103,3502
9,Oregon,NaN,1610,1570,1813,2372,3482,5468
10,Florida,NaN,5759,4387,4327,5378,7982,13618
11,New York,NaN,17403,23547,36274,58948,93150,135771
12,Rhode Island,NaN,1574,1596,1689,1998,2554,3388
13,Georgia,NaN,4530,4484,5656,8465,14037,24012
14,New Hampshire,NaN,1135,1678,2545,4138,6608,10365
15,North Carolina,NaN,8331,8985,10436,12574,15503,19850
16,New Jersey,NaN,7221,8999,13083,20793,33097,51117
17,Colorado,NaN,9489,14542,22370,33435,46895,58731
18,Maryland,NaN,2098,2624,3871,6632,12231,22384
19,Nevada,NaN,2390,2194,2697,3856,5910,9168
20,Tennessee,NaN,2587,2155,2183,2549,3292,4844
21,Hawaii,NaN,545,595,702,869,1167,1698
22,Indiana,NaN,1631,1513,1701,2216,3167,4882
23,Kentucky,NaN,10862,19887,35877,46998,46096,40846
24,Minnesota,NaN,2797,2752,3017,3776,4994,7234
25,Oklahoma,NaN,2566,2319,2578,3320,4696,6949
26,Pennsylvania,NaN,4403,4344,5109,6929,10512,17274
27,South Carolina,NaN,1328,1907,3120,5649,10218,16078
28,District of Columbia,NaN,562,606,730,987,1418,2182
29,Kansas,NaN,533,452,451,521,685,980
30,Missouri,NaN,4860,8541,15622,29366,50815,72757
31,Vermont,NaN,985,1089,1224,1497,1806,2162
32,Virginia,NaN,5950,6352,7815,10695,16007,24487
33,Connecticut,NaN,2275,2717,3776,5895,9816,16110
34,Iowa,NaN,742,618,624,743,1006,1490
35,Louisiana,NaN,833,781,900,1213,1868,3305
36,Ohio,NaN,3081,3974,5623,8697,14362,24336
37,Michigan,NaN,6553,6904,8135,10392,14424,21022
38,South Dakota,NaN,151,119,114,132,166,236
39,Arkansas,NaN,3621,4168,5534,7467,9330,10220
40,Delaware,NaN,531,552,667,857,1240,1862
41,Mississippi,NaN,710,737,881,1177,1700,2692
42,New Mexico,NaN,1005,958,1012,1155,1470,1993
43,North Dakota,NaN,197,188,212,261,361,512
44,Wyoming,NaN,154,144,158,204,278,413
45,Alaska,NaN,1132,921,889,933,1069,1360
46,Maine,NaN,1277,1224,1201,1265,1406,1608
47,Alabama,NaN,1577,1367,1461,1817,2559,3848
48,Idaho,NaN,2100,1285,988,900,871,946
49,Montana,NaN,300,212,189,197,226,272
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,962,682,590,614,689,861
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
