,State,459,465,472,479,486,493,500
0,Washington,NaN,10805,12036,12376,11769,10327,8434
1,Illinois,NaN,17253,13736,11866,10638,9328,7735
2,California,NaN,13370,11282,10236,9233,8062,6586
3,Arizona,NaN,5071,5449,5568,5404,5024,4497
4,Massachusetts,NaN,7474,5224,4034,3410,2804,2154
5,Wisconsin,NaN,4818,4180,3786,3511,3110,2654
6,Texas,NaN,19564,20865,21327,20559,18966,16706
7,Nebraska,NaN,1243,972,843,788,715,630
8,Utah,NaN,1862,1893,1894,1790,1627,1411
9,Oregon,NaN,6073,7370,7938,7632,6756,5621
10,Florida,NaN,38208,32380,28698,25860,22672,18865
11,New York,NaN,29211,21536,17529,15118,13015,10648
12,Rhode Island,NaN,2264,3168,3504,3201,2550,1812
13,Georgia,NaN,8194,7743,7573,7179,6692,6001
14,New Hampshire,NaN,2016,1493,1201,960,757,590
15,North Carolina,NaN,10659,10027,9712,9187,8458,7454
16,New Jersey,NaN,18524,14877,12648,10965,9203,7150
17,Colorado,NaN,10633,10420,10047,9150,7892,6448
18,Maryland,NaN,6916,5245,4401,3846,3325,2702
19,Nevada,NaN,2375,2085,1916,1798,1654,1465
20,Tennessee,NaN,5672,5237,4980,4750,4476,4115
21,Hawaii,NaN,541,490,460,410,347,251
22,Indiana,NaN,6608,5788,5404,5036,4640,4155
23,Kentucky,NaN,2804,2583,2498,2402,2236,2062
24,Minnesota,NaN,10801,8638,7453,6638,5829,4830
25,Oklahoma,NaN,2350,2203,2122,2062,1971,1849
26,Pennsylvania,NaN,25457,20750,17997,15870,13467,10647
27,South Carolina,NaN,5023,4473,4127,3903,3660,3354
28,District of Columbia,NaN,562,374,285,234,193,140
29,Kansas,NaN,1181,1085,1039,972,914,851
30,Missouri,NaN,3444,3447,3484,3394,3184,2864
31,Vermont,NaN,528,405,355,315,266,213
32,Virginia,NaN,7321,5883,5150,4708,4209,3540
33,Connecticut,NaN,4413,3158,2460,2111,1750,1352
34,Iowa,NaN,2245,2023,1901,1803,1651,1460
35,Louisiana,NaN,2817,3427,3798,3837,3714,3521
36,Ohio,NaN,10160,8051,6961,6368,5876,5306
37,Michigan,NaN,32903,20629,15019,12411,10709,8914
38,South Dakota,NaN,707,547,475,443,408,373
39,Arkansas,NaN,843,853,854,849,820,767
40,Delaware,NaN,2078,1627,1344,1192,1035,853
41,Mississippi,NaN,941,970,1014,1018,994,938
42,New Mexico,NaN,877,922,943,888,811,710
43,North Dakota,NaN,558,488,450,438,415,393
44,Wyoming,NaN,170,175,182,182,185,181
45,Alaska,NaN,578,559,563,538,501,450
46,Maine,NaN,2886,2710,2546,2245,1846,1408
47,Alabama,NaN,1948,2193,2338,2362,2276,2153
48,Idaho,NaN,1124,980,907,861,825,758
49,Montana,NaN,703,637,608,578,532,484
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,2071,1933,1861,1801,1741,1632
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
