,State,606,612,619,626,633,640,647
0,Washington,NaN,22238,20105,18565,16913,14802,12418
1,Illinois,NaN,26512,25005,23832,22450,20513,18041
2,California,NaN,62496,57676,54957,51826,47576,42222
3,Arizona,NaN,17740,16289,15453,14544,13413,12029
4,Massachusetts,NaN,12373,12303,11698,10752,9351,7689
5,Wisconsin,NaN,16519,17960,18128,16961,15045,12608
6,Texas,NaN,109422,97494,89797,82520,73078,61999
7,Nebraska,NaN,5524,5208,4909,4619,4249,3764
8,Utah,NaN,7262,6742,6224,5720,5113,4397
9,Oregon,NaN,12817,11626,10767,10050,8995,7855
10,Florida,NaN,90225,67435,55386,49249,44219,39140
11,New York,NaN,34813,33062,30991,28467,24857,20712
12,Rhode Island,NaN,2075,1876,1697,1553,1345,1099
13,Georgia,NaN,39443,30796,26286,23775,21487,18961
14,New Hampshire,NaN,2998,2957,2834,2608,2290,1884
15,North Carolina,NaN,48338,45392,42086,38085,32870,27208
16,New Jersey,NaN,15069,13773,12621,11601,10325,8877
17,Colorado,NaN,13101,11938,11008,10314,9341,8218
18,Maryland,NaN,8391,8431,8318,7875,7140,6248
19,Nevada,NaN,8101,7881,7662,7369,6880,6271
20,Tennessee,NaN,47649,41024,35835,31298,26307,21357
21,Hawaii,NaN,3450,2684,2307,2041,1760,1467
22,Indiana,NaN,26019,22844,20720,18923,16805,14371
23,Kentucky,NaN,27843,23697,20849,18767,16469,14166
24,Minnesota,NaN,14448,14150,13418,12568,11272,9770
25,Oklahoma,NaN,16233,13596,11976,10751,9551,8212
26,Pennsylvania,NaN,30619,29158,27336,24886,21574,17913
27,South Carolina,NaN,31523,26891,23560,20450,17158,13634
28,District of Columbia,NaN,1208,1098,968,814,632,425
29,Kansas,NaN,10199,9136,8325,7740,7041,6284
30,Missouri,NaN,14129,13042,12264,11660,10868,9954
31,Vermont,NaN,1283,1320,1304,1215,1099,937
32,Virginia,NaN,24436,22901,21484,19792,17547,15009
33,Connecticut,NaN,5103,5796,6026,5782,5188,4421
34,Iowa,NaN,10453,10470,10133,9508,8537,7343
35,Louisiana,NaN,13583,12012,11141,10643,10106,9537
36,Ohio,NaN,48752,46740,44289,40168,34579,28336
37,Michigan,NaN,21467,23018,23461,22439,20387,17641
38,South Dakota,NaN,3184,2881,2690,2493,2240,1971
39,Arkansas,NaN,9800,8038,7001,6487,6058,5616
40,Delaware,NaN,3154,2868,2613,2387,2086,1786
41,Mississippi,NaN,11526,9416,8238,7541,6903,6234
42,New Mexico,NaN,4488,4003,3682,3438,3166,2820
43,North Dakota,NaN,3178,3014,2829,2602,2337,2060
44,Wyoming,NaN,3404,2987,2724,2529,2321,2071
45,Alaska,NaN,4994,4877,4588,4152,3595,3018
46,Maine,NaN,3124,3094,3002,2724,2411,2021
47,Alabama,NaN,22254,18074,15781,14293,12929,11483
48,Idaho,NaN,8736,8290,7763,7064,6062,5003
49,Montana,NaN,5550,5316,4993,4568,4032,3472
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,12993,12073,10992,9697,8032,6331
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
