,State,662,668,675,682,689,696,703
0,Washington,NaN,12423,12866,13212,13783,14324,15301
1,Illinois,NaN,23749,31781,36638,38094,38638,38852
2,California,NaN,39037,41210,44046,45996,48619,52325
3,Arizona,NaN,25728,30056,32274,32126,30940,29325
4,Massachusetts,NaN,11900,15766,18126,18809,18658,18169
5,Wisconsin,NaN,22591,27914,30546,30163,28791,26623
6,Texas,NaN,23113,28117,31854,33356,34568,36447
7,Nebraska,NaN,9221,9863,10128,9870,9218,8473
8,Utah,NaN,8356,8941,9231,9201,9150,9130
9,Oregon,NaN,5973,5655,5564,5631,5793,6038
10,Florida,NaN,10581,11579,12770,13744,15642,18696
11,New York,NaN,37972,48992,55402,56963,57348,57284
12,Rhode Island,NaN,1548,1617,1708,1772,1873,2001
13,Georgia,NaN,6775,7276,7724,8032,8646,9640
14,New Hampshire,NaN,5120,5996,6200,5798,5123,4259
15,North Carolina,NaN,11831,12156,12478,12719,12963,13293
16,New Jersey,NaN,10460,13786,16097,17067,17858,18804
17,Colorado,NaN,21675,23087,23710,23367,22378,21241
18,Maryland,NaN,5481,6730,7646,8075,8619,9522
19,Nevada,NaN,4431,4547,4683,4750,4800,4957
20,Tennessee,NaN,7524,8772,9552,9836,10273,10957
21,Hawaii,NaN,703,753,801,820,870,953
22,Indiana,NaN,19447,26821,30263,30398,29114,27365
23,Kentucky,NaN,8677,9403,9804,9929,10187,10340
24,Minnesota,NaN,26371,29650,30841,29602,27007,24029
25,Oklahoma,NaN,4559,4882,5119,5304,5540,5859
26,Pennsylvania,NaN,36500,44833,49066,47641,43323,37409
27,South Carolina,NaN,4509,4646,4853,5095,5535,6271
28,District of Columbia,NaN,581,627,706,744,804,871
29,Kansas,NaN,7284,8187,8672,8688,8554,8289
30,Missouri,NaN,8576,10412,11488,11781,11992,12046
31,Vermont,NaN,2720,3411,3738,3715,3404,2945
32,Virginia,NaN,9685,10810,11629,11837,12044,12426
33,Connecticut,NaN,2906,3795,4325,4592,4828,5223
34,Iowa,NaN,7972,8838,9326,9377,9302,9223
35,Louisiana,NaN,2598,2672,2807,2923,3157,3534
36,Ohio,NaN,33691,41529,45674,46031,45382,44099
37,Michigan,NaN,36980,42367,44893,44895,43403,41294
38,South Dakota,NaN,2424,2418,2421,2426,2413,2426
39,Arkansas,NaN,3306,3674,3892,4036,4240,4411
40,Delaware,NaN,1851,2090,2229,2271,2318,2426
41,Mississippi,NaN,1834,1758,1773,1856,1962,2137
42,New Mexico,NaN,9375,10464,10862,10561,9890,8871
43,North Dakota,NaN,3392,3262,3136,3049,2935,2850
44,Wyoming,NaN,2132,1982,1915,1875,1872,1837
45,Alaska,NaN,3098,2588,2343,2309,2341,2446
46,Maine,NaN,3486,3561,3580,3492,3362,3210
47,Alabama,NaN,3872,3804,3915,4005,4123,4409
48,Idaho,NaN,3534,2916,2664,2627,2665,2847
49,Montana,NaN,3838,3456,3282,3177,3163,3149
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6349,6848,6986,6753,6416,6149
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
