,State,697,703,710,717,724,731,738
0,Washington,NaN,10069,12193,15412,19073,22627,24643
1,Illinois,NaN,58870,66655,68729,62738,50313,37271
2,California,NaN,50010,75882,115231,161852,197734,214956
3,Arizona,NaN,22046,22565,24577,26129,27310,27633
4,Massachusetts,NaN,32128,31257,28035,22242,16378,10996
5,Wisconsin,NaN,32110,32795,32588,30796,26950,21853
6,Texas,NaN,44342,75148,129120,181377,194431,174006
7,Nebraska,NaN,6671,5852,5331,5040,4730,4365
8,Utah,NaN,5522,5128,4948,4965,4746,4522
9,Oregon,NaN,5229,5537,5995,6657,7388,8373
10,Florida,NaN,22009,56601,118918,194553,248881,266241
11,New York,NaN,98343,131241,130966,103187,66249,36013
12,Rhode Island,NaN,4558,5386,5526,4945,3940,2760
13,Georgia,NaN,12926,17512,23121,28896,33657,36503
14,New Hampshire,NaN,7821,6272,4804,3632,2829,2204
15,North Carolina,NaN,23932,27559,31702,35286,36204,35178
16,New Jersey,NaN,37853,45613,47199,41867,31705,21144
17,Colorado,NaN,12640,11423,10783,10431,10059,9529
18,Maryland,NaN,14328,18140,23314,28431,32550,33201
19,Nevada,NaN,4560,4914,5646,6548,7140,7786
20,Tennessee,NaN,12599,14192,16858,20172,23546,26274
21,Hawaii,NaN,3680,10815,18141,18601,13229,7795
22,Indiana,NaN,31298,31790,31494,30868,29606,26937
23,Kentucky,NaN,15223,15317,15941,16175,16172,15527
24,Minnesota,NaN,22825,19356,16818,14879,13268,11837
25,Oklahoma,NaN,7868,8666,10296,12173,13957,15328
26,Pennsylvania,NaN,56316,51752,47089,42524,35915,28469
27,South Carolina,NaN,7687,9487,12525,16718,20973,24114
28,District of Columbia,NaN,3532,5498,6548,5813,3851,2158
29,Kansas,NaN,12102,13612,15170,16191,15990,14413
30,Missouri,NaN,18474,21215,23692,25793,26492,25355
31,Vermont,NaN,2782,2603,2514,2303,1975,1646
32,Virginia,NaN,19810,23199,26717,29975,31799,31110
33,Connecticut,NaN,17323,19994,23554,25137,24147,20549
34,Iowa,NaN,10548,6998,5703,5314,5354,5460
35,Louisiana,NaN,4645,7024,10391,14314,18033,20164
36,Ohio,NaN,62964,74484,73680,63869,52631,41772
37,Michigan,NaN,46269,42092,37770,33185,28248,23247
38,South Dakota,NaN,2444,2161,1893,1739,1585,1453
39,Arkansas,NaN,4905,5500,6258,7037,7802,8331
40,Delaware,NaN,4735,5210,5029,4480,3578,2516
41,Mississippi,NaN,3299,3713,4411,5257,6129,7066
42,New Mexico,NaN,7092,6465,6143,5944,5775,5476
43,North Dakota,NaN,2312,2132,1958,1861,1664,1453
44,Wyoming,NaN,750,634,592,571,585,578
45,Alaska,NaN,1182,1071,959,888,805,773
46,Maine,NaN,6907,6721,6540,6039,5509,4567
47,Alabama,NaN,5988,10380,17701,25971,30172,29591
48,Idaho,NaN,2433,2426,2649,3022,3429,3674
49,Montana,NaN,1058,891,833,811,830,852
50,Puerto Rico,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,Virgin Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,NaN,6677,4741,2743,1523,914,606
54,Northern Mariana Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,NaN,NaN,NaN,NaN,NaN,NaN,NaN
