,State,390,395,402,409,416,423,430
0,Washington,4675,178,171,162,154,146,138
1,Illinois,22166,344,287,238,198,164,136
2,California,47119,2763,2474,2191,1922,1675,1445
3,Arizona,14978,715,608,509,419,344,278
4,Massachusetts,15517,270,210,164,128,100,78
5,Wisconsin,6749,194,178,164,149,134,122
6,Texas,41336,1995,1901,1782,1640,1490,1340
7,Nebraska,2003,25,20,16,13,11,9
8,Utah,1796,74,70,68,64,60,57
9,Oregon,2137,76,80,85,91,97,104
10,Florida,28934,1328,1360,1367,1369,1349,1319
11,New York,46000,836,684,551,440,353,284
12,Rhode Island,2334,36,29,24,19,15,12
13,Georgia,15928,589,440,329,244,181,134
14,New Hampshire,1135,47,44,39,36,32,29
15,North Carolina,10501,734,753,759,759,744,720
16,New Jersey,22466,207,148,106,76,55,40
17,Colorado,5826,63,50,40,32,25,20
18,Maryland,7580,239,240,241,242,240,235
19,Nevada,4720,111,80,56,40,28,20
20,Tennessee,10937,574,532,482,436,389,340
21,Hawaii,425,26,24,23,22,20,20
22,Indiana,12191,243,207,176,148,124,104
23,Kentucky,4291,297,303,303,299,292,282
24,Minnesota,6446,79,65,53,44,35,29
25,Oklahoma,4041,263,262,259,252,242,230
26,Pennsylvania,23086,588,464,367,287,226,177
27,South Carolina,8034,423,346,275,217,172,135
28,District of Columbia,980,32,32,30,29,28,26
29,Kansas,4370,178,160,142,126,112,97
30,Missouri,7775,228,205,181,162,142,125
31,Vermont,190,1,0,0,0,0,0
32,Virginia,7016,332,325,316,302,290,276
33,Connecticut,7447,144,124,106,91,77,66
34,Iowa,5237,129,112,97,83,72,62
35,Louisiana,9325,183,136,100,74,54,40
36,Ohio,16394,853,863,858,844,818,782
37,Michigan,16130,279,240,204,174,148,126
38,South Dakota,1844,23,19,15,12,10,8
39,Arkansas,5275,147,121,98,80,65,52
40,Delaware,1283,26,22,19,16,13,11
41,Mississippi,6464,133,95,68,48,34,24
42,New Mexico,3538,119,106,92,80,70,60
43,North Dakota,1461,5,3,2,1,1,0
44,Wyoming,647,19,16,13,11,9,7
45,Alaska,282,7,6,4,4,3,2
46,Maine,649,28,23,19,16,13,11
47,Alabama,9244,766,599,421,290,197,135
48,Idaho,1803,36,31,27,23,20,17
49,Montana,1328,51,45,39,34,29,24
50,Puerto Rico,1920,48,44,40,37,34,30
51,Virgin Islands,25,0,0,0,0,0,0
52,Guam,130,0,0,0,0,0,0
53,West Virginia,2212,72,62,52,44,38,32
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN
