,Region,726,731,738,745,752
0,Belgium,,209171,225000,236000,178237
1,Bulgaria,,56882,73984,79746,79528
2,Czechia,,72753,89984,108968,93253
3,Denmark,,166790,164270,165865,161196
4,Germany,,587363,753768,788669,822000
5,Estonia,,18523,21600,25900,29600
6,Ireland,,154034,102566,92068,81642
7,Greece,,129654,102163,86272,75728
8,Spain,,1061067,1094528,1107399,1085450
9,France,,2234745,2403178,2330972,2146128
10,Croatia,,66066,83473,85980,89114
11,Italy,,1417643,1638711,1601780,1494914
12,Cyprus,,31040,26558,26346,25782
13,Latvia,,19640,26013,27585,30244
14,Lithuania,,31226,34900,36753,37056
15,Luxembourg,,13326,13962,13694,12700
16,Hungary,,57622,74592,92765,106180
17,Malta,,3498,2983,2658,2438
18,Netherlands,,246095,255885,239464,218645
19,Austria,,163638,245820,334796,396055
20,Poland,,116491,149428,172534,189652
21,Portugal,,273707,301586,328786,348493
22,Romania,,114726,201856,305020,449812
23,Slovenia,,52002,64900,66805,47607
24,Slovakia,,17434,15856,14220,12708
25,Finland,,89662,97410,100759,107196
26,Sweden,,159186,148312,144000,144000
27,United Kingdom,,491802,306895,189816,117943
28,Iceland,,9800,10100,9730,9017
29,Liechtenstein,,620,630,548,510
30,Norway,,83900,84274,82874,79262
31,Switzerland,,212827,219336,178468,137832
