,Region,593,598,605,612,619
0,Belgium,,13563,13250,12910,12538
1,Bulgaria,,11318,11716,12274,13323
2,Czechia,,1771,1870,2075,2316
3,Denmark,,4594,4136,3756,3271
4,Germany,,89059,104748,122792,136069
5,Estonia,,2704,2957,3146,3276
6,Ireland,,8746,7712,7068,6651
7,Greece,,16885,15208,14218,13554
8,Spain,,34957,26563,21662,16677
9,France,,74468,56166,48637,37514
10,Croatia,,5584,7262,9550,11691
11,Italy,,39313,37635,34453,32223
12,Cyprus,,1370,1112,964,992
13,Latvia,,2806,3728,4512,5711
14,Lithuania,,5137,5864,6772,7342
15,Luxembourg,,638,668,702,733
16,Hungary,,1564,1943,2377,2902
17,Malta,,382,377,366,350
18,Netherlands,,17621,17640,17330,17332
19,Austria,,12308,13964,15620,17144
20,Poland,,2757,3966,4706,4728
21,Portugal,,11518,10458,9835,8862
22,Romania,,12673,19245,26655,34002
23,Slovenia,,4585,5574,6792,8277
24,Slovakia,,1663,2418,3292,4214
25,Finland,,3572,3260,2948,2636
26,Sweden,,7404,7524,7586,7531
27,United Kingdom,,250586,256691,261100,259622
28,Iceland,,299,224,203,198
29,Liechtenstein,,54,57,67,65
30,Norway,,13038,17528,23614,32382
31,Switzerland,,15398,14322,13372,12710
