,Region,712,717,724,731,738
0,Belgium,,51526,44468,39142,33249
1,Bulgaria,,13600,15276,17177,19314
2,Czechia,,31926,31230,26902,23358
3,Denmark,,150265,179883,178522,155209
4,Germany,,193403,177494,165395,154013
5,Estonia,,6249,7026,7727,7476
6,Ireland,,124172,119018,99337,79663
7,Greece,,294402,242011,223566,177827
8,Spain,,986283,1425938,1890486,1806030
9,France,,1568199,1394404,1644117,1820901
10,Croatia,,26177,28466,23302,21237
11,Italy,,1807215,2345818,1525295,1852170
12,Cyprus,,24524,25922,32787,27294
13,Latvia,,5442,5439,5557,5720
14,Lithuania,,10709,9837,9463,9274
15,Luxembourg,,4632,5235,6111,6565
16,Hungary,,12511,9537,7099,5384
17,Malta,,10882,10536,9022,8160
18,Netherlands,,124299,154931,134222,151821
19,Austria,,16209,14782,15710,15441
20,Poland,,65056,58103,50396,42897
21,Portugal,,305051,335813,303072,359064
22,Romania,,7328,7422,7227,6636
23,Slovenia,,13140,14476,15014,15566
24,Slovakia,,19164,14346,11250,8815
25,Finland,,36452,48065,66812,73187
26,Sweden,,44704,53814,62856,69112
27,United Kingdom,,1316224,1610295,1871960,1719500
28,Iceland,,5202,6862,6913,5241
29,Liechtenstein,,225,206,120,94
30,Norway,,20742,18296,16160,14273
31,Switzerland,,145449,216500,229667,187856
