,Region,656,661,668,675,682
0,Belgium,,58602,63669,67312,69204
1,Bulgaria,,31200,30755,28670,26219
2,Czechia,,81838,118398,163725,191236
3,Denmark,,18522,24714,32766,29851
4,Germany,,205020,247164,286229,302477
5,Estonia,,13581,14141,14806,14600
6,Ireland,,25202,27080,28564,30058
7,Greece,,48274,60218,62366,58788
8,Spain,,15516,16339,17709,17717
9,France,,51354,57717,64612,72148
10,Croatia,,38092,45348,49914,50234
11,Italy,,42948,50954,52326,47148
12,Cyprus,,1476,1644,1815,1997
13,Latvia,,14521,13426,11028,8022
14,Lithuania,,18693,18163,17637,17128
15,Luxembourg,,1224,1326,1383,1414
16,Hungary,,43236,61362,85994,107566
17,Malta,,240,249,268,273
18,Netherlands,,85752,107316,115212,84503
19,Austria,,69386,95450,100578,79606
20,Poland,,110990,163130,219066,286512
21,Portugal,,6921,7772,8443,9752
22,Romania,,50117,37624,28059,20828
23,Slovenia,,25444,30561,31558,30653
24,Slovakia,,44290,56672,70665,84618
25,Finland,,5100,5580,5924,6060
26,Sweden,,5659,5588,5493,5378
27,United Kingdom,,237856,228568,217982,217672
28,Iceland,,820,838,836,806
29,Liechtenstein,,69,68,63,69
30,Norway,,11758,15245,19687,17296
31,Switzerland,,18440,22915,27660,32150
