,Region,418,423,430,437,444
0,Belgium,,22630,25751,29322,33289
1,Bulgaria,,24058,32054,42496,55823
2,Czechia,,77082,71618,66777,62384
3,Denmark,,6306,8405,11102,14717
4,Germany,,77582,90901,105908,122854
5,Estonia,,11400,12300,13420,14534
6,Ireland,,3156,2861,2544,2368
7,Greece,,18894,22288,25839,29884
8,Spain,,34330,32261,30238,29536
9,France,,173342,185685,193937,200816
10,Croatia,,5474,6956,8846,11189
11,Italy,,172164,185560,198157,211408
12,Cyprus,,3329,4366,5782,7820
13,Latvia,,3368,3068,2778,2484
14,Lithuania,,3125,2896,2687,2485
15,Luxembourg,,1332,1328,1301,1275
16,Hungary,,67569,91921,119676,152478
17,Malta,,2377,2619,2823,3054
18,Netherlands,,43377,50541,58253,66917
19,Austria,,21115,24437,28419,32691
20,Poland,,130929,163684,194896,230270
21,Portugal,,3019,2252,1702,1340
22,Romania,,38007,45699,54832,65194
23,Slovenia,,4763,4549,4272,4051
24,Slovakia,,14091,13662,13278,12908
25,Finland,,5374,6008,6680,7543
26,Sweden,,30283,30356,29664,27938
27,United Kingdom,,36509,34278,32829,30671
28,Iceland,,42,88,249,445
29,Liechtenstein,,16,19,21,24
30,Norway,,6750,9719,14058,19939
31,Switzerland,,8443,8871,9530,10529
