,Region,411,416,423,430,437
0,Belgium,,17072,17287,17257,16872
1,Bulgaria,,15713,20045,24775,30031
2,Czechia,,93190,93686,91128,86301
3,Denmark,,3537,3465,3388,3325
4,Germany,,59043,61188,62955,64427
5,Estonia,,11225,13320,15167,16446
6,Ireland,,3246,2645,2158,1743
7,Greece,,16735,20635,24789,29197
8,Spain,,41112,39066,39380,40490
9,France,,150378,155674,159852,161352
10,Croatia,,3501,3986,4641,5346
11,Italy,,165750,186115,205032,219745
12,Cyprus,,2404,3416,4613,5852
13,Latvia,,3978,3657,3370,3093
14,Lithuania,,3900,3883,3850,3797
15,Luxembourg,,1314,1323,1313,1273
16,Hungary,,48377,64712,84585,106794
17,Malta,,2301,2805,3259,3536
18,Netherlands,,33280,33287,32858,31907
19,Austria,,17863,20027,22271,24425
20,Poland,,92042,113505,135330,157509
21,Portugal,,4740,3948,3554,3411
22,Romania,,29452,33856,38232,42673
23,Slovenia,,4832,4646,4420,4147
24,Slovakia,,16049,16324,16297,16018
25,Finland,,5022,5638,6299,6966
26,Sweden,,30837,31889,32248,31416
27,United Kingdom,,31760,23826,19006,17116
28,Iceland,,3,4,4,5
29,Liechtenstein,,15,14,15,16
30,Norway,,4066,5280,6528,7920
31,Switzerland,,6683,6245,5774,5231
