,Region,684,689,696,703,710
0,Belgium,,130517,129640,125860,111854
1,Bulgaria,,11364,9176,7544,6425
2,Czechia,,112840,108369,91077,83718
3,Denmark,,32481,32304,31227,29466
4,Germany,,392978,387114,375105,358956
5,Estonia,,2890,2336,1858,1479
6,Ireland,,32554,32901,28804,26640
7,Greece,,39224,36178,32596,29095
8,Spain,,90094,115450,140094,167560
9,France,,356388,430960,482079,466464
10,Croatia,,25204,22190,19212,16460
11,Italy,,120624,135603,132222,129840
12,Cyprus,,4776,5924,6751,6693
13,Latvia,,4096,3276,2690,2189
14,Lithuania,,10622,9684,8750,7850
15,Luxembourg,,2852,3100,3255,2976
16,Hungary,,61806,56777,50167,43233
17,Malta,,808,909,992,1037
18,Netherlands,,145569,132041,101586,79714
19,Austria,,53221,44249,38578,33273
20,Poland,,163010,156247,144653,129666
21,Portugal,,27300,30730,34962,38805
22,Romania,,6306,4014,2538,1619
23,Slovenia,,10002,7516,5646,4403
24,Slovakia,,77254,72592,66220,59077
25,Finland,,9136,9664,10466,11414
26,Sweden,,15207,18046,20177,21758
27,United Kingdom,,324438,323956,314708,288089
28,Iceland,,785,669,558,484
29,Liechtenstein,,424,398,330,272
30,Norway,,28466,31483,33084,34624
31,Switzerland,,65753,70316,72370,60536
