,Region,425,430,437,444,451
0,Belgium,,33631,42096,52189,63340
1,Bulgaria,,32210,42326,54314,68325
2,Czechia,,63379,59789,55400,50585
3,Denmark,,5949,6470,7048,7681
4,Germany,,114448,143936,177291,215930
5,Estonia,,11541,11936,12225,12450
6,Ireland,,4470,6646,11290,17259
7,Greece,,18812,20819,22958,25220
8,Spain,,29139,34433,45880,62489
9,France,,179086,185336,187320,184607
10,Croatia,,8516,11806,16331,21931
11,Italy,,161635,159223,156435,152688
12,Cyprus,,3138,3457,3895,4456
13,Latvia,,3319,3136,2947,2781
14,Lithuania,,3369,3263,3153,3049
15,Luxembourg,,1484,1578,1676,1620
16,Hungary,,72663,87288,103604,121684
17,Malta,,1811,1739,1708,1713
18,Netherlands,,54177,64496,75702,87171
19,Austria,,24002,27100,30083,32169
20,Poland,,190560,243979,297499,354623
21,Portugal,,2663,2189,1841,1590
22,Romania,,44057,51133,58788,66814
23,Slovenia,,5749,5988,6129,6309
24,Slovakia,,10787,9743,8856,8068
25,Finland,,5541,6010,6504,6989
26,Sweden,,32825,35081,37692,39283
27,United Kingdom,,36973,36530,36334,36379
28,Iceland,,55,73,103,82
29,Liechtenstein,,15,15,15,15
30,Norway,,8270,9892,11729,13803
31,Switzerland,,10333,11570,12817,14198
