,Region,446,451,458,465,472
0,Belgium,,25123,23410,22187,21076
1,Bulgaria,,16823,14419,12791,11436
2,Czechia,,23202,18850,15655,13495
3,Denmark,,4500,4417,4321,4168
4,Germany,,121255,119366,120023,121440
5,Estonia,,3803,2966,2367,1963
6,Ireland,,2722,2363,2091,1862
7,Greece,,20482,20650,20826,20990
8,Spain,,65078,75497,81087,82983
9,France,,229311,238289,242004,247312
10,Croatia,,14340,16012,18005,20298
11,Italy,,99961,87726,77662,69720
12,Cyprus,,4049,4402,4660,4887
13,Latvia,,3240,3151,3048,2959
14,Lithuania,,7526,8419,9327,10266
15,Luxembourg,,1386,1354,1313,1278
16,Hungary,,32891,27265,22941,19678
17,Malta,,309,279,264,264
18,Netherlands,,48291,47162,45615,43925
19,Austria,,17417,15445,13747,12408
20,Poland,,128602,111256,96837,85560
21,Portugal,,4104,4826,5669,6704
22,Romania,,29411,26011,23354,21055
23,Slovenia,,7039,6986,7015,7000
24,Slovakia,,4873,4018,3400,2957
25,Finland,,2375,1985,1671,1416
26,Sweden,,45124,42855,42963,43265
27,United Kingdom,,11487,8272,6405,4869
28,Iceland,,43,43,43,44
29,Liechtenstein,,56,76,103,138
30,Norway,,4635,4255,3897,3545
31,Switzerland,,14493,13447,13661,13728
