,Region,810,815,822,829,836
0,Belgium,,62052,58221,53855,49471
1,Bulgaria,,3492,2712,2031,1598
2,Czechia,,25000,19485,15581,11552
3,Denmark,,15648,12349,10542,7698
4,Germany,,812168,676317,611002,557634
5,Estonia,,4417,3506,2711,2381
6,Ireland,,16742,13139,12019,11728
7,Greece,,79964,63284,51264,42610
8,Spain,,49331,40782,31514,27800
9,France,,946948,918525,893502,881380
10,Croatia,,5854,4870,4366,3718
11,Italy,,414408,382580,364000,343000
12,Cyprus,,16799,15900,13839,9949
13,Latvia,,4256,2668,1624,1036
14,Lithuania,,8728,6473,5045,4191
15,Luxembourg,,5668,5598,4979,4289
16,Hungary,,13869,13386,12995,12762
17,Malta,,5646,6092,7039,8217
18,Netherlands,,48460,28682,20670,13723
19,Austria,,73392,54359,36512,26248
20,Poland,,5187,2436,1155,542
21,Portugal,,60417,59198,58091,57624
22,Romania,,10168,7516,6052,4944
23,Slovenia,,12200,10900,9714,8587
24,Slovakia,,23880,16686,11386,8486
25,Finland,,24404,17680,17973,23449
26,Sweden,,3628,3044,2424,2109
27,United Kingdom,,258566,212186,169669,140164
28,Iceland,,1144,630,458,359
29,Liechtenstein,,220,191,205,188
30,Norway,,5370,3983,3121,2525
31,Switzerland,,18098,12460,8744,5518
