,Region,789,794,801,808,815
0,Belgium,,73398,82156,92194,90000
1,Bulgaria,,10455,10432,10632,10488
2,Czechia,,54991,55682,56525,57045
3,Denmark,,32652,15312,6265,2982
4,Germany,,1632017,1684884,1576038,1371954
5,Estonia,,8097,5854,4215,3479
6,Ireland,,21898,20357,18792,17552
7,Greece,,162888,169487,173599,173426
8,Spain,,101627,92186,102976,96880
9,France,,707748,823195,874196,826962
10,Croatia,,11010,11544,11974,12336
11,Italy,,569477,675907,790923,896126
12,Cyprus,,24400,25700,26000,25075
13,Latvia,,23532,18011,14267,11500
14,Lithuania,,29100,27934,27156,25314
15,Luxembourg,,7897,8029,9112,7880
16,Hungary,,6940,5868,5171,4208
17,Malta,,2160,2760,3150,3430
18,Netherlands,,346000,297294,284745,277000
19,Austria,,342092,346569,336679,319328
20,Poland,,71457,69243,66524,64412
21,Portugal,,69945,66510,62770,57794
22,Romania,,20547,19562,18708,18248
23,Slovenia,,21500,24600,26500,27700
24,Slovakia,,70662,68072,61920,57416
25,Finland,,47739,44480,41545,38935
26,Sweden,,7315,6056,5001,4070
27,United Kingdom,,594106,691570,745218,726652
28,Iceland,,12542,7224,6330,6444
29,Liechtenstein,,1237,1130,1080,1070
30,Norway,,19941,12791,10024,9107
31,Switzerland,,202004,199776,189117,190981
