,Region,586,591,598,605,612
0,Belgium,,13777,13682,13302,12822
1,Bulgaria,,12432,14532,16940,19454
2,Czechia,,1378,1406,1437,1468
3,Denmark,,6090,5743,5414,5164
4,Germany,,79246,101478,121721,138390
5,Estonia,,2550,2803,2998,3111
6,Ireland,,12596,12220,11854,11120
7,Greece,,21538,20162,18991,18162
8,Spain,,44713,33306,27810,22124
9,France,,102610,88086,77936,71180
10,Croatia,,4256,5174,6173,7213
11,Italy,,46710,48757,50288,52013
12,Cyprus,,1566,1208,936,740
13,Latvia,,1452,1796,2163,2658
14,Lithuania,,4326,4366,4211,3974
15,Luxembourg,,562,622,663,682
16,Hungary,,874,1157,1586,1949
17,Malta,,262,219,232,256
18,Netherlands,,16443,16598,16731,16486
19,Austria,,11223,13428,14666,15828
20,Poland,,1754,1978,2282,2534
21,Portugal,,14676,13444,12550,11324
22,Romania,,8086,11969,16234,20438
23,Slovenia,,3622,4628,5609,6693
24,Slovakia,,796,954,1103,1256
25,Finland,,3748,3419,3253,3098
26,Sweden,,7231,7396,7402,7410
27,United Kingdom,,244704,239160,245371,238676
28,Iceland,,497,416,388,373
29,Liechtenstein,,37,37,37,37
30,Norway,,9652,13338,17760,23058
31,Switzerland,,18861,19274,20528,19876
