,Region,467,472,479,486,493
0,Belgium,,20210,18765,17544,16511
1,Bulgaria,,6467,5244,4498,4044
2,Czechia,,11400,9973,9106,8478
3,Denmark,,5074,5181,5290,5409
4,Germany,,118341,109443,102092,95512
5,Estonia,,2122,1958,1878,1825
6,Ireland,,3362,3547,3750,3937
7,Greece,,12806,11505,10356,9536
8,Spain,,45757,47011,45918,42899
9,France,,131513,119633,110783,106269
10,Croatia,,12042,11137,10452,9877
11,Italy,,79367,75017,71966,69635
12,Cyprus,,4469,4208,4160,4182
13,Latvia,,4419,4727,5020,5289
14,Lithuania,,8534,8923,9250,9510
15,Luxembourg,,1070,1027,984,967
16,Hungary,,11635,9427,8014,7082
17,Malta,,117,91,76,68
18,Netherlands,,45500,40811,36649,33094
19,Austria,,12295,11108,10261,9561
20,Poland,,34024,25468,20171,17231
21,Portugal,,2794,2659,2535,2458
22,Romania,,9397,7187,5856,5111
23,Slovenia,,4311,4080,3842,3702
24,Slovakia,,2923,2592,2386,2227
25,Finland,,1266,1122,1028,971
26,Sweden,,32629,30632,28709,26652
27,United Kingdom,,12549,12078,11759,11616
28,Iceland,,77,81,85,89
29,Liechtenstein,,60,63,66,69
30,Norway,,2406,2129,1951,1827
31,Switzerland,,11346,10577,10026,9622
