,Region,621,626,633,640,647
0,Belgium,,12676,12034,11412,10777
1,Bulgaria,,14009,15613,17399,19387
2,Czechia,,5110,6345,7793,9231
3,Denmark,,3301,3589,3886,4210
4,Germany,,54155,55975,51488,48766
5,Estonia,,5267,6084,6922,7840
6,Ireland,,8946,8516,8040,7468
7,Greece,,14912,14511,13887,13306
8,Spain,,11786,9716,8015,6610
9,France,,25967,21550,17960,14928
10,Croatia,,9626,10061,10486,10741
11,Italy,,19880,17770,15782,14313
12,Cyprus,,566,449,356,281
13,Latvia,,8270,10571,13050,15750
14,Lithuania,,13720,15613,17218,18669
15,Luxembourg,,595,621,629,645
16,Hungary,,4059,4721,5361,6138
17,Malta,,94,92,86,78
18,Netherlands,,10500,9754,9031,8058
19,Austria,,12027,11650,11213,10744
20,Poland,,9395,12683,16803,21810
21,Portugal,,3439,2843,2276,1911
22,Romania,,99978,147826,185044,195808
23,Slovenia,,6171,6148,5828,5394
24,Slovakia,,9454,12362,16028,20576
25,Finland,,2816,2710,2608,2509
26,Sweden,,3936,3562,3204,2904
27,United Kingdom,,216827,214947,210241,208382
28,Iceland,,128,104,88,74
29,Liechtenstein,,8,8,6,4
30,Norway,,2908,2219,1679,1281
31,Switzerland,,6489,5401,4288,3577
