,Region,698,703,710,717,724
0,Belgium,,51842,38690,27778,20277
1,Bulgaria,,9072,7980,7232,6544
2,Czechia,,56996,52609,39769,29406
3,Denmark,,81207,93512,93266,76900
4,Germany,,232889,187271,150470,119875
5,Estonia,,3644,3515,3409,3284
6,Ireland,,30464,30597,30320,29594
7,Greece,,28276,25230,23192,22570
8,Spain,,202100,250753,272460,255846
9,France,,432872,492946,479870,419900
10,Croatia,,19237,16348,13909,11742
11,Italy,,191891,227222,303330,350381
12,Cyprus,,4282,3984,3571,3133
13,Latvia,,5288,5571,5474,4960
14,Lithuania,,11412,11029,10348,9862
15,Luxembourg,,2862,2944,2864,2583
16,Hungary,,23460,15218,9169,5100
17,Malta,,1217,1436,1603,1548
18,Netherlands,,85950,67258,52576,41781
19,Austria,,15906,14155,11321,8772
20,Poland,,114895,90476,64960,46616
21,Portugal,,32136,31659,31199,28932
22,Romania,,4669,3676,2976,2468
23,Slovenia,,7438,6439,5672,4997
24,Slovakia,,33222,26066,19610,13295
25,Finland,,12614,13412,13558,13780
26,Sweden,,25460,29666,33328,35920
27,United Kingdom,,722406,880410,753454,531869
28,Iceland,,1033,1007,969,902
29,Liechtenstein,,316,234,152,100
30,Norway,,35555,35902,34376,29866
31,Switzerland,,65726,62372,53032,47438
