,County,410,416,423,430,437,444,451,458,465
0,01001,6347,83,64,54,47,42,39,36,33
1,01003,19935,194,184,175,166,156,146,137,128
2,01005,2139,26,28,28,27,26,25,24,23
3,01007,2465,26,49,58,62,61,60,57,55
4,01009,6256,166,172,167,161,154,147,140,134
5,01011,1177,,,,,,,,NaN
6,01013,2016,,,,,,,,NaN
7,01015,13963,659,511,414,359,325,302,285,272
8,01017,3434,26,27,26,23,21,18,16,14
9,01019,1782,,,,,,,,NaN
10,01021,3922,40,36,34,31,29,27,25,24
11,01023,561,,,,,,,,NaN
12,01025,3445,8,7,6,5,4,4,3,3
13,01027,1462,,,,,,,,NaN
14,01029,1403,,,,,,,,NaN
15,01031,5261,51,93,111,116,116,112,107,102
16,01033,6010,19,39,46,48,48,46,44,41
17,01035,1072,,,,,,,,NaN
18,01037,903,,,,,,,,NaN
19,01039,3999,55,73,79,78,75,70,65,60
20,01041,1469,,,,,,,,NaN
21,01043,9000,166,255,287,293,288,277,264,250
22,01045,4685,41,38,36,34,31,29,27,25
23,01047,3428,21,12,7,5,3,2,2,1
24,01049,8509,79,96,99,98,95,90,86,81
25,01051,9515,124,101,87,78,71,66,62,57
26,01053,3795,25,31,33,33,32,30,29,27
27,01055,13419,262,265,254,242,231,219,208,198
28,01057,2028,,,,,,,,NaN
29,01059,4008,22,28,30,31,30,28,27,25
30,01061,2406,25,45,52,54,52,50,46,43
31,01063,889,,,,,,,,NaN
32,01065,2129,38,49,53,54,54,52,50,48
33,01067,1837,,,,,,,,NaN
34,01069,10130,71,106,119,122,120,115,109,103
35,01071,6552,78,96,100,99,96,92,88,83
36,01073,72033,1120,1102,1042,987,936,888,844,802
37,01075,1339,,,,,,,,NaN
38,01077,8630,29,20,14,9,6,4,3,2
39,01079,2862,32,35,34,33,32,30,28,27
40,01081,15083,197,317,375,400,408,407,402,395
41,01083,9440,150,250,290,300,297,287,274,260
42,01085,1331,,,,,,,,NaN
43,01087,1478,,,,,,,,NaN
44,01089,32708,431,600,667,681,669,645,616,586
45,01091,2453,82,60,47,39,35,32,30,29
46,01093,2889,60,45,38,33,29,27,25,23
47,01095,11460,235,263,265,259,250,240,229,218
48,01097,36423,341,325,311,294,277,260,244,228
49,01099,1667,,,,,,,,NaN
50,01101,22805,253,254,250,241,230,218,206,194
51,01103,13801,180,234,254,256,250,240,228,216
52,01105,1064,,,,,,,,NaN
53,01107,2263,24,41,48,50,49,47,45,43
54,01109,2931,10,29,38,41,41,40,39,37
55,01111,1654,,,,,,,,NaN
56,01113,4081,43,54,58,59,58,56,53,51
57,01115,9057,217,175,145,127,116,108,102,97
58,01117,22276,383,401,393,379,363,346,329,313
59,01119,1010,,,,,,,,NaN
60,01121,7647,137,137,132,126,120,115,109,104
61,01123,3637,56,58,58,56,54,51,48,46
62,01125,24457,320,354,363,357,345,329,312,295
63,01127,6601,126,182,202,207,204,198,190,182
64,01129,1571,,,,,,,,NaN
65,01131,1231,,,,,,,,NaN
66,01133,2586,104,75,57,47,41,38,35,33
67,02013,363,,,,,,,,NaN
68,02016,628,,,,,,,,NaN
69,02020,26933,323,295,259,229,204,182,164,148
70,02050,3590,,,,,,,,NaN
71,02060,0,,,,,,,,NaN
72,02068,75,,,,,,,,NaN
73,02070,208,,,,,,,,NaN
74,02090,6323,76,58,47,38,31,26,21,18
75,02100,28,,,,,,,,NaN
76,02105,0,,,,,,,,NaN
77,02110,1262,,,,,,,,NaN
78,02122,4043,41,46,47,45,43,41,39,37
79,02130,376,,,,,,,,NaN
80,02150,1058,,,,,,,,NaN
81,02158,1213,,,,,,,,NaN
82,02164,177,,,,,,,,NaN
83,02170,8869,295,282,260,242,225,211,198,185
84,02180,329,,,,,,,,NaN
85,02185,1017,,,,,,,,NaN
86,02188,588,,,,,,,,NaN
87,02195,139,,,,,,,,NaN
88,02198,81,,,,,,,,NaN
89,02220,322,,,,,,,,NaN
90,02230,20,,,,,,,,NaN
91,02240,493,,,,,,,,NaN
92,02261,458,,,,,,,,NaN
93,02275,31,,,,,,,,NaN
94,02282,69,,,,,,,,NaN
95,02290,335,,,,,,,,NaN
96,04001,10666,194,163,141,127,118,110,103,98
97,04003,11330,227,366,422,436,430,415,397,377
98,04005,16768,242,275,285,282,272,259,246,232
99,04007,6418,71,142,171,179,178,172,164,156
100,04009,5319,35,46,50,51,49,47,44,42
101,04011,561,,,,,,,,NaN
102,04012,2420,69,82,85,84,82,79,76,72
103,04013,516216,5254,4782,4437,4139,3871,3625,3397,3185
104,04015,21406,216,183,164,150,138,128,119,110
105,04017,15748,212,323,368,380,376,364,350,334
106,04019,110487,1714,2732,3147,3263,3231,3131,3001,2859
107,04021,46879,665,561,490,443,408,381,357,336
108,04023,7656,78,162,198,212,213,209,202,194
109,04025,18016,797,547,396,316,272,246,230,218
110,04027,36564,176,226,243,243,235,224,212,200
111,05001,2005,,,,,,,,NaN
112,05003,1849,,,,,,,,NaN
113,05005,2911,,,,,,,,NaN
114,05007,27508,500,749,851,877,866,838,802,762
115,05009,3672,,,,,,,,NaN
116,05011,1325,,,,,,,,NaN
117,05013,401,,,,,,,,NaN
118,05015,2728,,,,,,,,NaN
119,05017,1592,,,,,,,,NaN
120,05019,2057,26,32,34,34,33,31,29,28
121,05021,1701,,,,,,,,NaN
122,05023,1895,,,,,,,,NaN
123,05025,928,,,,,,,,NaN
124,05027,2282,111,76,55,44,38,35,32,31
125,05029,2159,38,73,87,92,91,89,85,81
126,05031,12918,167,173,168,160,151,143,134,126
127,05033,6845,,,,,,,,NaN
128,05035,5791,124,136,136,132,126,120,114,108
129,05037,1901,,,,,,,,NaN
130,05039,744,,,,,,,,NaN
131,05041,1341,,,,,,,,NaN
132,05043,1955,,,,,,,,NaN
133,05045,11872,310,529,628,669,681,676,665,649
134,05047,1643,,,,,,,,NaN
135,05049,1083,,,,,,,,NaN
136,05051,9818,151,138,129,121,114,107,100,94
137,05053,1596,,,,,,,,NaN
138,05055,5924,109,91,75,63,55,48,42,38
139,05057,1936,,,,,,,,NaN
140,05059,4903,53,56,56,55,52,50,47,44
141,05061,1605,,,,,,,,NaN
142,05063,3679,24,30,31,31,30,28,27,25
143,05065,1641,,,,,,,,NaN
144,05067,3182,,,,,,,,NaN
145,05069,8643,47,69,78,79,78,75,71,67
146,05071,2800,75,102,115,119,120,118,115,112
147,05073,538,,,,,,,,NaN
148,05075,2055,42,37,33,30,28,26,25,24
149,05077,1646,,,,,,,,NaN
150,05079,3158,5,10,12,13,13,12,12,11
151,05081,1187,,,,,,,,NaN
152,05083,2187,,,,,,,,NaN
153,05085,6905,159,227,255,261,257,248,236,224
154,05087,1411,,,,,,,,NaN
155,05089,981,,,,,,,,NaN
156,05091,4077,228,153,107,82,67,58,52,48
157,05093,5688,115,91,75,65,59,55,52,49
158,05095,837,,,,,,,,NaN
159,05097,739,,,,,,,,NaN
160,05099,797,,,,,,,,NaN
161,05101,696,,,,,,,,NaN
162,05103,2239,,,,,,,,NaN
163,05105,801,,,,,,,,NaN
164,05107,1717,,,,,,,,NaN
165,05109,981,,,,,,,,NaN
166,05111,3086,17,16,13,11,10,8,7,6
167,05113,1913,,,,,,,,NaN
168,05115,7776,97,169,197,203,198,189,177,165
169,05117,880,,,,,,,,NaN
170,05119,37642,624,793,846,850,830,799,764,727
171,05121,2018,66,55,47,42,39,37,34,33
172,05123,3456,35,60,70,74,74,72,69,66
173,05125,11512,192,290,328,336,330,317,302,286
174,05127,921,,,,,,,,NaN
175,05129,665,,,,,,,,NaN
176,05131,14728,264,400,454,471,468,456,440,422
177,05133,2731,92,70,56,48,43,40,37,36
178,05135,1529,,,,,,,,NaN
179,05137,971,,,,,,,,NaN
180,05139,3777,102,78,62,53,48,44,41,39
181,05141,1215,,,,,,,,NaN
182,05143,29603,441,698,797,823,813,786,752,715
183,05145,7626,450,364,300,260,232,211,194,180
184,05147,626,,,,,,,,NaN
185,05149,3386,,,,,,,,NaN
186,06001,81345,832,941,973,960,926,883,837,790
187,06003,84,,,,,,,,NaN
188,06005,3487,,,,,,,,NaN
189,06007,11065,117,129,130,127,122,116,110,103
190,06009,1928,,,,,,,,NaN
191,06011,2142,,,,,,,,NaN
192,06013,63297,1314,1531,1587,1571,1532,1477,1412,1348
193,06015,1027,,,,,,,,NaN
194,06017,9204,171,256,288,295,290,280,267,254
195,06019,96366,959,923,884,837,788,739,691,646
196,06021,2241,,,,,,,,NaN
197,06023,3266,100,122,129,129,124,118,112,105
198,06025,27009,156,261,301,311,307,296,283,269
199,06027,1334,,,,,,,,NaN
200,06029,104181,1510,1350,1205,1104,1028,966,912,864
201,06031,22175,247,267,265,256,245,233,221,210
202,06033,3189,,,,,,,,NaN
203,06035,5623,,,,,,,,NaN
204,06037,1203152,13773,17624,18884,18936,18423,17655,16793,15911
205,06039,15646,188,188,184,177,168,159,149,140
206,06041,13358,242,260,258,251,242,232,222,211
207,06043,395,,,,,,,,NaN
208,06045,3839,44,43,41,39,36,34,32,31
209,06047,29376,433,370,323,292,269,251,236,222
210,06049,460,,,,,,,,NaN
211,06051,1219,,,,,,,,NaN
212,06053,42404,330,410,430,426,412,393,373,353
213,06055,9129,158,251,289,299,295,286,273,259
214,06057,4044,106,142,154,155,150,144,136,129
215,06059,262674,2632,4269,4934,5105,5040,4865,4643,4405
216,06061,20035,439,671,756,776,763,736,703,667
217,06063,654,,,,,,,,NaN
218,06065,290904,2539,4147,4796,4962,4898,4726,4509,4277
219,06067,94332,1139,1326,1350,1300,1215,1122,1029,940
220,06069,5793,47,72,82,83,80,76,70,65
221,06071,287867,2107,3010,3353,3410,3333,3195,3033,2865
222,06073,262781,3383,3630,3614,3503,3352,3185,3016,2852
223,06075,34560,299,242,186,145,115,94,77,64
224,06077,67284,803,900,911,890,857,817,777,737
225,06079,19835,235,254,257,250,240,227,214,202
226,06081,39384,764,1337,1581,1658,1652,1606,1542,1471
227,06083,32301,508,433,374,336,310,290,274,259
228,06085,111814,2025,3234,3734,3873,3833,3709,3549,3376
229,06087,14790,319,481,541,556,548,530,507,483
230,06089,11102,136,133,117,102,88,75,66,57
231,06091,100,,,,,,,,NaN
232,06093,1790,,,,,,,,NaN
233,06095,30305,311,338,336,325,311,295,280,265
234,06097,28484,354,353,345,330,313,295,278,261
235,06099,56702,636,573,530,493,459,428,399,373
236,06101,8923,149,251,290,300,297,286,274,260
237,06103,5118,,,,,,,,NaN
238,06105,373,,,,,,,,NaN
239,06107,48203,480,546,553,541,520,496,471,447
240,06109,3972,,,,,,,,NaN
241,06111,78439,1443,2344,2718,2829,2810,2729,2620,2497
242,06113,12951,112,125,128,125,120,114,107,100
243,06115,5795,65,66,63,60,56,53,50,48
244,08001,49215,835,856,814,762,708,657,610,567
245,08003,1311,,,,,,,,NaN
246,08005,49321,977,1105,1100,1051,983,911,839,771
247,08007,676,,,,,,,,NaN
248,08009,273,,,,,,,,NaN
249,08011,1481,,,,,,,,NaN
250,08013,19193,368,313,263,226,199,176,158,143
251,08014,3867,122,100,84,73,66,60,56,52
252,08015,1464,,,,,,,,NaN
253,08017,125,,,,,,,,NaN
254,08019,370,,,,,,,,NaN
255,08021,448,,,,,,,,NaN
256,08023,191,,,,,,,,NaN
257,08025,2073,,,,,,,,NaN
258,08027,164,,,,,,,,NaN
259,08029,2485,18,21,22,22,21,20,19,18
260,08031,60614,1093,1206,1219,1186,1133,1072,1010,950
261,08033,69,,,,,,,,NaN
262,08035,21966,653,656,625,593,561,530,501,474
263,08037,5242,177,164,148,135,124,114,105,97
264,08039,1305,,,,,,,,NaN
265,08041,53078,1229,1289,1224,1146,1064,979,900,830
266,08043,5527,100,145,160,162,158,152,144,136
267,08045,5141,83,115,126,127,123,117,111,103
268,08047,172,,,,,,,,NaN
269,08049,1289,,,,,,,,NaN
270,08051,1212,,,,,,,,NaN
271,08053,16,,,,,,,,NaN
272,08055,316,,,,,,,,NaN
273,08057,51,,,,,,,,NaN
274,08059,38033,903,973,960,925,882,837,792,748
275,08061,91,,,,,,,,NaN
276,08063,546,,,,,,,,NaN
277,08065,661,,,,,,,,NaN
278,08067,3034,63,56,51,45,40,35,30,26
279,08069,20589,539,522,483,445,409,376,345,318
280,08071,1008,,,,,,,,NaN
281,08073,998,,,,,,,,NaN
282,08075,3758,39,33,28,24,22,20,19,18
283,08077,13482,223,246,238,221,200,179,160,143
284,08079,69,,,,,,,,NaN
285,08081,682,,,,,,,,NaN
286,08083,1741,,,,,,,,NaN
287,08085,3276,63,101,116,120,118,114,109,103
288,08087,2452,32,37,38,37,36,35,33,31
289,08089,1867,,,,,,,,NaN
290,08091,263,,,,,,,,NaN
291,08093,564,,,,,,,,NaN
292,08095,340,,,,,,,,NaN
293,08097,2086,91,94,91,88,84,80,77,73
294,08099,1162,,,,,,,,NaN
295,08101,15186,196,199,183,167,152,137,125,115
296,08103,485,,,,,,,,NaN
297,08105,725,,,,,,,,NaN
298,08107,1940,,,,,,,,NaN
299,08109,326,,,,,,,,NaN
300,08111,43,,,,,,,,NaN
301,08113,829,,,,,,,,NaN
302,08115,191,,,,,,,,NaN
303,08117,3082,50,44,39,35,30,26,22,19
304,08119,1289,,,,,,,,NaN
305,08121,398,,,,,,,,NaN
306,08123,25983,568,614,602,574,543,508,475,442
307,08125,727,,,,,,,,NaN
308,09001,81783,1966,2080,1725,1354,1051,816,635,494
309,09003,71020,1068,987,830,680,554,451,368,300
310,09005,11293,249,321,332,318,293,265,237,211
311,09007,10594,196,174,152,130,110,92,77,63
312,09009,72947,1407,896,653,531,460,411,375,348
313,09011,19445,382,463,480,464,434,398,362,327
314,09013,7972,221,261,265,256,242,226,210,194
315,09015,9294,225,347,395,408,405,394,379,362
316,10001,14627,232,205,189,176,164,154,144,135
317,10003,50614,1270,1411,1413,1354,1269,1176,1083,993
318,10005,22918,255,299,314,312,303,290,275,261
319,11001,NaN,772,716,653,587,524,465,412,364
320,12001,22599,290,306,300,289,276,263,250,237
321,12003,3311,22,26,28,27,26,25,24,22
322,12005,19034,281,139,68,33,16,8,4,2
323,12007,2867,21,28,30,31,30,29,28,26
324,12009,34767,672,537,465,417,381,353,328,306
325,12011,199643,4030,2915,2333,1989,1766,1606,1480,1373
326,12013,1623,,,,,,,,NaN
327,12015,10836,155,142,132,123,115,108,102,96
328,12017,9882,125,128,127,122,116,110,104,97
329,12019,16867,151,152,149,142,135,127,119,112
330,12021,30777,608,763,819,824,804,772,735,696
331,12023,7726,51,50,49,47,44,41,39,36
332,12027,3872,70,65,61,58,54,51,48,46
333,12029,1513,,,,,,,,NaN
334,12031,89724,1068,1055,1015,967,917,867,819,773
335,12033,34134,417,344,299,269,246,228,213,199
336,12035,6135,217,242,242,235,225,213,201,189
337,12037,1279,,,,,,,,NaN
338,12039,5483,47,38,33,30,27,25,23,21
339,12041,1431,,,,,,,,NaN
340,12043,907,,,,,,,,NaN
341,12045,1881,,,,,,,,NaN
342,12047,1572,,,,,,,,NaN
343,12049,2819,45,71,84,90,93,94,95,94
344,12051,4346,48,62,67,68,67,65,62,59
345,12053,11612,294,233,194,171,156,145,136,128
346,12055,7341,137,172,185,186,181,174,166,157
347,12057,113623,2150,2089,2025,1938,1843,1746,1651,1558
348,12059,2195,,,,,,,,NaN
349,12061,11196,243,362,413,428,426,415,400,384
350,12063,5961,65,83,87,85,82,77,72,67
351,12065,1409,,,,,,,,NaN
352,12067,1595,,,,,,,,NaN
353,12069,25156,552,563,560,545,523,499,474,450
354,12071,58768,1062,1092,1080,1044,998,949,899,850
355,12073,29520,281,139,69,33,16,8,4,1
356,12075,2933,63,75,80,81,80,78,75,72
357,12077,1048,,,,,,,,NaN
358,12079,2014,,,,,,,,NaN
