,County,334,339,346
0,01001,3780,447,452
1,01003,11952,1075,1037
2,01005,1336,60,55
3,01007,1628,176,176
4,01009,4234,451,439
5,01011,754,27,25
6,01013,1405,90,90
7,01015,8684,843,801
8,01017,2133,121,114
9,01019,1294,90,86
10,01021,2719,150,151
11,01023,476,19,19
12,01025,2191,169,102
13,01027,1062,54,55
14,01029,950,60,52
15,01031,3227,270,274
16,01033,4173,304,303
17,01035,809,32,30
18,01037,457,23,20
19,01039,2725,195,194
20,01041,851,61,68
21,01043,6294,652,650
22,01045,3017,246,243
23,01047,2605,108,104
24,01049,6427,570,603
25,01051,5579,564,568
26,01053,2386,116,110
27,01055,8983,966,950
28,01057,1313,136,131
29,01059,3033,163,168
30,01061,1497,83,83
31,01063,586,40,41
32,01065,1274,141,143
33,01067,1093,99,91
34,01069,6589,510,537
35,01071,4703,280,319
36,01073,46004,4837,4882
37,01075,966,99,95
38,01077,5644,530,547
39,01079,1783,171,168
40,01081,9372,608,588
41,01083,6052,641,644
42,01085,901,35,35
43,01087,903,57,59
44,01089,19477,2336,2297
45,01091,1627,132,121
46,01093,1880,172,171
47,01095,8389,593,627
48,01097,23627,1149,1186
49,01099,1030,107,110
50,01101,14858,1038,1036
51,01103,9464,832,818
52,01105,795,48,49
53,01107,1587,151,152
54,01109,1830,83,81
55,01111,1181,44,45
56,01113,2594,119,117
57,01115,5814,510,504
58,01117,14016,1274,1272
59,01119,749,79,79
60,01121,4688,324,303
61,01123,2188,120,129
62,01125,16770,1214,1237
63,01127,4741,315,300
64,01129,1109,66,66
65,01131,821,31,55
66,01133,1753,100,93
67,02013,40,0,1
68,02016,169,9,1
69,02020,21742,1458,1401
70,02050,2089,127,126
71,02060,0,0,0
72,02068,60,5,6
73,02070,111,2,3
74,02090,4621,346,335
75,02100,22,3,3
76,02105,0,0,0
77,02110,989,32,30
78,02122,3487,253,237
79,02130,230,7,7
80,02150,806,143,129
81,02158,686,71,46
82,02164,156,3,3
83,02170,5852,434,306
84,02180,265,10,9
85,02185,758,107,106
86,02188,391,4,3
87,02195,28,0,0
88,02198,69,2,2
89,02220,258,22,21
90,02230,15,4,4
91,02240,383,24,23
92,02261,311,13,14
93,02275,25,0,0
94,02282,52,0,0
95,02290,204,15,14
96,04001,6918,386,391
97,04003,6219,934,936
98,04005,10145,897,914
99,04007,4064,371,370
100,04009,2816,221,208
101,04011,354,34,32
102,04012,1188,89,86
103,04013,284462,26818,26822
104,04015,10234,1426,1455
105,04017,10422,576,576
106,04019,60360,7066,6889
107,04021,24198,2370,2336
108,04023,5422,467,470
109,04025,9579,1410,1431
110,04027,24964,2395,2394
111,05001,1188,86,88
112,05003,1164,98,100
113,05005,1855,158,157
114,05007,15826,1365,1386
115,05009,2346,160,153
116,05011,823,126,129
117,05013,200,19,19
118,05015,1922,159,161
119,05017,1360,41,44
120,05019,1215,136,133
121,05021,1206,73,70
122,05023,1034,125,127
123,05025,510,40,39
124,05027,1413,81,80
125,05029,1095,154,144
126,05031,9191,722,744
127,05033,4056,334,345
128,05035,4001,259,266
129,05037,1233,122,123
130,05039,432,40,40
131,05041,853,89,95
132,05043,1318,153,135
133,05045,6641,567,575
134,05047,1000,56,57
135,05049,762,116,129
136,05051,5083,428,420
137,05053,883,102,103
138,05055,4071,278,280
139,05057,1114,83,80
140,05059,3349,171,162
141,05061,1023,91,96
142,05063,2506,146,146
143,05065,1147,72,72
144,05067,2690,246,226
145,05069,6236,492,512
146,05071,1637,148,146
147,05073,311,22,20
148,05075,1429,74,70
149,05077,1377,38,40
150,05079,2741,64,63
151,05081,732,30,29
152,05083,1279,110,110
153,05085,3660,359,357
154,05087,917,86,80
155,05089,565,32,27
156,05091,2482,120,122
157,05093,4072,268,246
158,05095,410,35,34
159,05097,438,40,35
160,05099,556,32,31
161,05101,527,19,21
162,05103,1199,127,136
163,05105,362,45,44
164,05107,1188,94,99
165,05109,566,68,64
166,05111,2163,168,174
167,05113,1118,89,85
168,05115,4835,425,418
169,05117,456,36,34
170,05119,21867,1865,1896
171,05121,1302,90,82
172,05123,2559,196,198
173,05125,6774,591,574
174,05127,496,32,32
175,05129,446,36,34
176,05131,8672,509,534
177,05133,1967,92,90
178,05135,984,118,118
179,05137,665,72,72
180,05139,2071,204,207
181,05141,674,106,104
182,05143,19555,1365,1359
183,05145,4046,487,468
184,05147,301,35,32
185,05149,2157,194,194
186,06001,44004,5824,5823
187,06003,65,0,1
188,06005,2043,560,560
189,06007,6228,957,1026
190,06009,926,173,178
191,06011,1121,145,144
192,06013,34918,4611,4460
193,06015,652,108,103
194,06017,4697,772,756
195,06019,57616,9221,9289
196,06021,1295,136,132
197,06023,1500,167,172
198,06025,20882,1737,1577
199,06027,490,102,102
200,06029,58200,7450,7511
201,06031,14654,1177,1210
202,06033,1463,183,179
203,06035,3861,727,741
204,06037,634849,96692,95592
205,06039,8995,938,992
206,06041,9021,488,493
207,06043,205,14,14
208,06045,2230,231,232
209,06047,16435,1522,1538
