,County,418,423,430,437,444
0,01001,6471,77,80,81,89
1,01003,20210,183,168,176,180
2,01005,2195,42,37,37,40
3,01007,2499,15,15,18,21
4,01009,6353,40,29,24,3
5,01011,1193,8,6,6,8
6,01013,2066,28,28,24,37
7,01015,14105,116,18,0,1
8,01017,3457,9,8,11,8
9,01019,1791,6,6,6,4
10,01021,3976,47,48,47,39
11,01023,575,13,13,13,13
12,01025,3467,15,19,18,20
13,01027,1477,6,4,4,4
14,01029,1436,8,6,8,5
15,01031,5333,30,28,28,29
16,01033,6097,27,23,26,33
17,01035,1081,3,4,4,3
18,01037,940,9,8,14,16
19,01039,4019,17,18,19,19
20,01041,1489,17,17,16,16
21,01043,9224,68,59,49,48
22,01045,4718,22,24,26,26
23,01047,3495,10,16,15,18
24,01049,8667,69,69,61,60
25,01051,9716,124,124,128,128
26,01053,3828,12,13,13,13
27,01055,13545,70,36,53,57
28,01057,2042,7,11,17,4
29,01059,4171,38,37,40,45
30,01061,2424,15,16,16,17
31,01063,889,0,1,1,0
32,01065,2136,10,11,10,16
33,01067,1845,6,6,6,7
34,01069,10227,77,76,75,77
35,01071,6654,18,10,1,1
36,01073,73525,715,679,702,809
37,01075,1365,14,16,12,10
38,01077,8962,51,60,65,62
39,01079,2903,12,9,12,9
40,01081,15197,66,66,68,63
41,01083,9632,47,33,34,40
42,01085,1350,8,9,5,4
43,01087,1497,55,58,50,55
44,01089,33013,199,255,248,244
45,01091,2476,18,14,16,7
46,01093,3011,62,67,60,67
47,01095,11767,44,68,52,24
48,01097,36932,295,334,403,387
49,01099,1687,6,5,5,5
50,01101,23260,177,168,161,196
51,01103,14013,81,95,58,75
52,01105,1075,9,8,7,5
53,01107,2309,13,10,9,6
54,01109,2980,23,24,26,25
55,01111,1709,22,26,23,24
56,01113,4138,48,47,48,48
57,01115,9230,55,79,80,17
58,01117,22624,240,230,221,226
59,01119,1018,8,9,10,8
60,01121,7804,66,68,63,64
61,01123,3807,27,21,30,25
62,01125,24607,147,139,159,127
63,01127,6973,87,87,90,91
64,01129,1627,10,11,11,7
65,01131,1248,14,14,15,15
66,01133,2679,9,0,0,39
67,02013,363,7,18,11,0
68,02016,643,13,21,26,18
69,02020,27438,355,340,348,363
70,02050,3659,52,52,60,62
71,02060,0,0,0,0,0
72,02068,77,1,1,0,0
73,02070,208,0,0,0,0
74,02090,6447,89,93,94,92
75,02100,28,0,0,0,0
76,02105,0,0,0,0,0
77,02110,1280,7,6,9,7
78,02122,4085,18,18,17,18
79,02130,383,2,3,4,1
80,02150,1064,0,0,0,0
81,02158,1218,2,3,3,2
82,02164,177,0,0,0,0
83,02170,9288,313,306,297,308
84,02180,331,1,0,1,1
85,02185,1024,6,6,8,6
86,02188,596,5,4,5,4
87,02195,151,6,7,6,3
88,02198,83,1,1,1,1
89,02220,325,2,2,1,1
90,02230,20,0,0,0,0
91,02240,539,23,22,21,23
92,02261,458,0,0,0,0
93,02275,32,1,0,0,1
94,02282,71,0,0,0,0
95,02290,344,7,6,5,5
96,04001,10724,54,57,55,63
97,04003,11418,95,101,96,99
98,04005,16885,110,119,123,108
99,04007,6456,31,32,28,31
100,04009,5331,10,10,10,8
101,04011,562,1,1,2,1
102,04012,2421,0,0,0,0
103,04013,520861,5231,5546,5865,5506
104,04015,21657,232,238,239,244
105,04017,15567,141,140,150,151
106,04019,111344,763,740,779,751
107,04021,47733,680,674,684,688
108,04023,7695,29,28,28,27
109,04025,18125,188,189,99,0
110,04027,36602,26,37,51,36
111,05001,2007,0,0,0,0
112,05003,1863,14,11,8,13
113,05005,2979,67,68,66,69
114,05007,27769,297,338,358,336
115,05009,3698,24,24,25,20
116,05011,1330,5,6,6,5
117,05013,404,3,3,2,5
118,05015,2735,7,7,8,6
119,05017,1602,8,8,9,8
120,05019,2062,9,12,12,8
121,05021,1706,6,4,6,7
122,05023,1913,17,20,17,15
123,05025,936,8,8,7,7
124,05027,2294,0,5,11,0
125,05029,2167,4,6,7,11
126,05031,12981,66,55,75,67
127,05033,6901,39,37,49,64
128,05035,5811,9,14,18,22
129,05037,1909,7,6,6,5
130,05039,749,3,2,5,7
131,05041,1350,10,5,13,9
132,05043,1965,10,13,10,14
133,05045,12015,164,177,163,153
134,05047,1660,17,19,18,19
135,05049,1093,8,9,11,8
136,05051,9938,116,116,114,110
137,05053,1615,20,24,19,20
138,05055,5958,26,6,5,11
139,05057,1946,0,2,2,0
140,05059,4932,17,23,22,21
141,05061,1616,9,23,17,24
142,05063,3692,9,7,9,12
143,05065,1646,0,1,4,1
144,05067,3194,11,12,6,7
145,05069,8688,34,25,32,12
146,05071,2836,29,25,28,29
147,05073,541,2,7,6,8
148,05075,2061,7,7,3,10
149,05077,1649,3,3,5,5
150,05079,3170,10,6,0,0
151,05081,1203,13,17,26,29
152,05083,2199,9,7,10,10
153,05085,6967,76,52,79,64
154,05087,1419,7,6,5,7
155,05089,987,3,5,5,3
156,05091,4114,36,34,40,45
157,05093,5702,13,10,0,0
158,05095,845,6,6,6,6
159,05097,743,5,5,5,5
160,05099,803,5,4,5,3
161,05101,699,2,0,0,0
162,05103,2259,8,0,0,0
163,05105,809,4,1,7,1
164,05107,1726,8,10,10,12
165,05109,989,8,7,8,6
166,05111,3096,9,10,10,9
167,05113,1922,7,7,11,14
168,05115,7808,34,16,29,15
169,05117,884,7,8,7,9
