,State,270,276,283,290,297,304,311,318,325,332,339,346,353
0,Washington,2239,59,72,90,109,128,144,158,167,173,179,184,190
1,Illinois,9474,310,406,514,617,682,704,692,653,603,556,515,479
2,California,16979,456,491,544,607,671,728,773,803,818,825,827,824
3,Arizona,5827,87,133,208,296,357,372,347,294,238,191,157,131
4,Massachusetts,9737,151,175,201,219,223,215,200,180,160,142,128,115
5,Wisconsin,1574,143,153,158,163,171,181,193,207,222,237,250,261
6,Texas,17465,528,521,525,539,559,577,592,598,595,586,573,555
7,Nebraska,548,38,54,74,96,115,129,135,136,133,129,125,122
8,Utah,543,26,20,15,12,11,12,13,16,19,23,27,31
9,Oregon,620,20,17,15,14,15,16,18,22,26,30,35,39
10,Florida,15967,751,868,997,1111,1174,1180,1139,1062,968,876,793,718
11,New York,33357,54,38,25,18,14,12,11,10,10,10,10,10
12,Rhode Island,1152,33,53,80,105,115,110,95,77,61,48,39,32
13,Georgia,7638,237,265,300,337,366,384,389,382,366,347,329,311
14,New Hampshire,466,14,11,8,6,5,5,5,6,7,8,10,11
15,North Carolina,3934,215,291,392,504,597,658,685,677,649,617,588,561
16,New Jersey,16211,37,38,38,37,34,31,28,24,21,19,17,15
17,Colorado,2176,85,104,119,131,140,146,151,155,159,163,168,173
18,Maryland,4037,51,61,71,81,89,95,97,98,97,96,96,95
19,Nevada,1710,60,73,86,97,103,105,102,97,91,85,80,75
20,Tennessee,2909,154,148,142,140,143,149,158,169,180,189,197,203
21,Hawaii,187,18,17,17,17,18,21,23,27,30,34,37,40
22,Indiana,3937,184,239,295,346,377,389,385,371,352,333,316,302
23,Kentucky,1318,81,103,127,152,172,188,199,205,208,211,213,215
24,Minnesota,2287,117,150,186,222,250,268,278,280,278,274,271,268
25,Oklahoma,1171,86,117,157,202,238,262,272,268,257,243,231,219
26,Pennsylvania,8465,144,149,149,150,153,156,160,165,170,175,180,184
27,South Carolina,3650,92,91,93,96,100,104,106,106,105,103,100,97
28,District of Columbia,641,5,6,6,6,6,6,6,6,6,6,6,6
29,Kansas,859,110,122,130,138,147,154,162,169,174,179,182,183
30,Missouri,2592,207,219,228,239,252,267,282,296,308,317,324,327
31,Vermont,58,0,0,0,0,0,0,0,0,0,0,0,0
32,Virginia,3433,73,81,92,105,120,135,148,159,167,173,178,182
33,Connecticut,4542,12,11,10,9,8,8,8,8,9,9,9,9
34,Iowa,1532,73,72,70,69,70,72,76,80,84,88,90,92
35,Louisiana,5750,82,76,70,64,60,55,51,46,42,38,34,31
36,Ohio,5067,56,50,45,43,45,49,55,62,70,78,86,92
37,Michigan,7340,171,237,314,391,444,468,468,450,424,399,380,364
38,South Dakota,323,37,37,35,33,32,32,32,33,34,35,35,35
39,Arkansas,1704,139,142,144,146,146,145,143,138,132,125,118,110
40,Delaware,665,10,9,8,7,7,7,7,7,8,8,8,9
41,Mississippi,3171,91,103,114,123,124,118,109,96,84,73,64,56
42,New Mexico,934,26,34,42,51,56,59,60,59,58,56,56,55
43,North Dakota,404,80,89,94,93,88,80,70,60,51,43,36,30
44,Wyoming,57,3,4,6,8,9,10,11,12,13,14,15,16
45,Alaska,67,12,25,50,85,113,124,117,99,79,62,50,41
46,Maine,146,4,8,14,22,30,36,40,41,40,40,41,42
47,Alabama,2788,181,217,250,275,286,285,276,262,245,229,215,202
48,Idaho,528,21,19,18,17,18,18,20,22,24,26,28,30
49,Montana,241,44,58,69,78,82,82,80,77,72,68,65,61
50,Puerto Rico,766,29,23,19,18,18,20,23,27,32,38,43,47
51,Virgin Islands,21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
52,Guam,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,West Virginia,402,17,20,23,27,31,36,41,45,48,51,53,55
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
