,State,389,395,402,409,416
0,Washington,4675,173,161,147,130
1,Illinois,22121,352,279,219,171
2,California,47057,2740,2232,1776,1391
3,Arizona,14978,796,660,522,396
4,Massachusetts,15484,390,343,287,228
5,Wisconsin,6745,132,99,74,56
6,Texas,41273,1854,1620,1354,1089
7,Nebraska,2002,31,25,21,17
8,Utah,1794,43,33,26,21
9,Oregon,2137,56,45,37,30
10,Florida,28779,1035,926,798,663
11,New York,45884,961,798,631,476
12,Rhode Island,2290,55,46,38,30
13,Georgia,15871,761,651,532,419
14,New Hampshire,1133,36,28,22,17
15,North Carolina,10491,559,503,438,368
16,New Jersey,22454,424,362,294,226
17,Colorado,5824,77,62,51,41
18,Maryland,7554,182,152,125,102
19,Nevada,4709,186,152,122,95
20,Tennessee,10933,650,602,525,432
21,Hawaii,425,11,7,4,3
22,Indiana,12173,399,389,358,307
23,Kentucky,4282,285,266,238,202
24,Minnesota,6444,63,43,31,23
25,Oklahoma,4024,228,203,173,141
26,Pennsylvania,23065,588,423,302,217
27,South Carolina,7998,428,386,332,273
28,District of Columbia,979,34,33,30,26
29,Kansas,4329,287,301,294,265
30,Missouri,7771,276,255,230,201
31,Vermont,189,6,6,6,6
32,Virginia,7012,275,241,206,174
33,Connecticut,7381,133,104,79,59
34,Iowa,5236,261,267,254,223
35,Louisiana,9292,181,137,101,74
36,Ohio,16394,2206,3000,3448,3284
37,Michigan,16119,227,171,129,97
38,South Dakota,1844,28,20,14,9
39,Arkansas,5265,168,134,104,79
40,Delaware,1283,24,19,15,12
41,Mississippi,6462,177,141,109,83
42,New Mexico,3529,99,76,57,42
43,North Dakota,1461,4,2,1,0
44,Wyoming,647,19,14,10,7
45,Alaska,282,4,2,2,1
46,Maine,649,20,12,8,6
47,Alabama,9242,804,721,599,464
48,Idaho,1803,29,22,17,13
49,Montana,1327,46,38,31,24
50,Puerto Rico,1919,37,29,24,20
51,Virgin Islands,25,NaN,NaN,NaN,NaN
52,Guam,130,NaN,NaN,NaN,NaN
53,West Virginia,2210,79,61,46,35
54,Northern Mariana Islands,2,NaN,NaN,NaN,NaN
55,American Samoa,0,NaN,NaN,NaN,NaN
