,County,390,395,402,409,416
0,01001,6024,136,133,155,167
1,01003,19136,340,328,365,515
2,01005,2044,33,36,61,63
3,01007,2397,44,37,52,41
4,01009,5973,62,81,113,89
5,01011,1142,18,24,25,31
6,01013,1905,34,36,43,34
7,01015,12725,296,250,256,302
8,01017,3325,48,44,72,98
9,01019,1745,16,20,41,37
10,01021,3739,105,94,82,27
11,01023,543,4,6,9,7
12,01025,3397,60,68,95,102
13,01027,1394,28,31,16,47
14,01029,1336,18,23,41,25
15,01031,5155,69,92,100,135
16,01033,5931,58,69,104,89
17,01035,1052,17,19,13,28
18,01037,840,67,68,48,28
19,01039,3830,78,83,133,43
20,01041,1400,39,32,36,30
21,01043,8802,72,79,129,71
22,01045,4524,103,92,149,104
23,01047,3285,25,25,61,32
24,01049,8355,76,77,115,98
25,01051,9110,168,155,204,196
26,01053,3707,62,62,75,100
27,01055,12966,143,155,164,187
28,01057,1953,24,29,48,87
29,01059,3947,33,38,58,51
30,01061,2350,36,41,52,85
31,01063,852,23,22,19,10
32,01065,2024,29,29,53,40
33,01067,1786,37,40,36,78
34,01069,9919,153,152,231,150
35,01071,6417,55,59,94,114
36,01073,69599,911,814,967,1392
37,01075,1281,16,18,30,29
38,01077,8476,94,101,141,137
39,01079,2780,49,56,89,43
40,01081,14622,259,277,316,532
41,01083,9190,191,175,170,206
42,01085,1288,20,22,35,20
43,01087,1370,30,35,36,35
44,01089,31593,646,585,738,769
45,01091,2268,32,28,51,58
46,01093,2709,38,35,53,25
47,01095,11105,107,110,117,131
48,01097,34951,617,565,689,743
49,01099,1644,24,26,30,28
50,01101,22008,395,333,431,528
51,01103,13407,134,124,170,162
52,01105,1042,11,18,9,29
53,01107,2194,46,40,67,16
54,01109,2886,53,53,69,57
55,01111,1580,20,25,36,40
56,01113,3946,80,77,106,109
57,01115,8608,144,139,127,216
58,01117,21326,378,356,453,478
59,01119,969,16,14,20,15
60,01121,7284,130,143,138,162
61,01123,3428,75,76,141,166
62,01125,23505,371,336,431,473
63,01127,6366,80,75,80,85
64,01129,1532,30,30,28,32
65,01131,1193,20,25,24,29
66,01133,2425,21,18,31,45
67,02013,350,56,65,4,71
68,02016,397,32,29,44,23
69,02020,26063,356,237,418,224
70,02050,3500,82,67,156,91
71,02060,0,0,0,0,0
72,02068,68,0,1,4,0
73,02070,192,9,12,4,14
74,02090,6027,78,68,80,79
75,02100,27,0,0,0,0
76,02105,0,0,0,0,0
77,02110,1208,14,18,36,21
78,02122,3967,27,22,15,48
79,02130,308,10,11,9,6
80,02150,1044,4,5,10,7
81,02158,1178,25,29,49,41
82,02164,180,7,6,1,8
83,02170,7986,281,221,209,189
84,02180,320,5,5,11,15
85,02185,994,6,10,13,26
86,02188,577,3,7,14,25
87,02195,51,1,2,3,4
88,02198,76,0,1,1,2
89,02220,307,1,3,5,4
90,02230,17,0,0,0,1
91,02240,445,3,5,13,10
92,02261,458,4,8,12,5
93,02275,27,0,0,0,0
94,02282,66,0,1,2,1
95,02290,319,15,15,11,20
96,04001,10154,239,212,193,219
97,04003,10830,181,161,141,231
98,04005,16043,285,305,258,572
99,04007,6288,114,111,138,191
100,04009,5218,52,69,121,151
101,04011,545,10,13,25,26
102,04012,2356,41,45,43,64
103,04013,499105,9033,7541,8492,16064
104,04015,20575,387,390,385,876
105,04017,15263,293,266,258,371
106,04019,107058,1835,1573,1868,3015
107,04021,44795,782,846,978,1373
108,04023,7577,58,59,66,106
109,04025,16719,184,199,135,570
110,04027,36082,310,363,298,480
111,05001,1929,49,58,69,72
112,05003,1736,37,41,35,61
113,05005,2764,48,55,80,44
114,05007,26471,433,472,520,759
115,05009,3555,72,86,100,114
116,05011,1314,26,29,25,21
117,05013,385,19,21,27,27
118,05015,2696,37,47,70,36
119,05017,1581,11,15,25,6
120,05019,1976,52,56,64,70
121,05021,1656,21,30,35,43
122,05023,1856,33,43,46,33
123,05025,907,27,39,46,62
124,05027,2086,52,62,74,82
125,05029,2121,46,52,58,97
126,05031,12625,154,180,198,261
127,05033,6641,126,153,169,227
128,05035,5610,78,92,101,140
129,05037,1878,21,26,51,34
130,05039,711,17,22,14,24
131,05041,1297,31,36,48,44
132,05043,1939,26,30,43,68
133,05045,11465,214,274,238,436
134,05047,1585,31,33,70,39
135,05049,1054,7,13,15,30
136,05051,9329,288,323,250,262
137,05053,1532,48,56,50,44
138,05055,5749,73,86,133,77
139,05057,1773,48,54,58,69
140,05059,4696,97,110,98,123
141,05061,1497,49,51,53,38
142,05063,3617,52,59,81,112
143,05065,1637,32,38,42,23
144,05067,3123,17,27,40,33
145,05069,8460,129,147,191,194
146,05071,2647,62,61,61,60
147,05073,492,18,20,16,14
148,05075,1985,31,41,37,42
149,05077,1628,13,17,18,16
150,05079,3122,25,29,32,51
151,05081,1112,29,33,46,35
152,05083,2134,58,61,67,94
153,05085,6598,230,226,301,274
154,05087,1390,18,21,36,59
155,05089,919,18,23,38,32
156,05091,3703,117,119,107,113
157,05093,5499,85,99,136,119
158,05095,810,32,32,43,54
159,05097,712,27,25,17,35
160,05099,760,20,20,36,19
161,05101,670,6,11,38,6
162,05103,2123,56,60,73,68
163,05105,781,34,43,36,50
164,05107,1666,21,27,49,28
165,05109,932,22,25,9,19
