,Region,699,703,710,717,724
0,Belgium,,69992,69992,69992,69992
1,Bulgaria,,10181,10181,10181,10181
2,Czechia,,72065,72065,72065,72065
3,Denmark,,60662,60662,60662,60662
4,Germany,,284393,284393,284393,284393
5,Estonia,,3792,3792,3792,3792
6,Ireland,,32520,32520,32520,32520
7,Greece,,31587,31587,31587,31587
8,Spain,,165337,165337,165337,165337
9,France,,357809,357809,357809,357809
10,Croatia,,21564,21564,21564,21564
11,Italy,,158547,158547,158547,158547
12,Cyprus,,4255,4255,4255,4255
13,Latvia,,5253,5253,5253,5253
14,Lithuania,,11313,11313,11313,11313
15,Luxembourg,,2679,2679,2679,2679
16,Hungary,,35373,35373,35373,35373
17,Malta,,1103,1103,1103,1103
18,Netherlands,,102906,102906,102906,102906
19,Austria,,21844,21844,21844,21844
20,Poland,,134066,134066,134066,134066
21,Portugal,,30427,30427,30427,30427
22,Romania,,6204,6204,6204,6204
23,Slovenia,,8625,8625,8625,8625
24,Slovakia,,40721,40721,40721,40721
25,Finland,,12267,12267,12267,12267
26,Sweden,,21668,21668,21668,21668
27,United Kingdom,,507984,507984,507984,507984
28,Iceland,,1073,1073,1073,1073
29,Liechtenstein,,350,350,350,350
30,Norway,,33144,33144,33144,33144
31,Switzerland,,63798,63798,63798,63798
