,Region,642,647,654,661,668
0,Belgium,,32491,32491,32491,32491
1,Bulgaria,,28454,28454,28454,28454
2,Czechia,,18934,18934,18934,18934
3,Denmark,,7005,7005,7005,7005
4,Germany,,100934,100934,100934,100934
5,Estonia,,8857,8857,8857,8857
6,Ireland,,14418,14418,14418,14418
7,Greece,,22086,22086,22086,22086
8,Spain,,13346,13346,13346,13346
9,France,,33636,33636,33636,33636
10,Croatia,,16419,16419,16419,16419
11,Italy,,21998,21998,21998,21998
12,Cyprus,,1001,1001,1001,1001
13,Latvia,,17082,17082,17082,17082
14,Lithuania,,19159,19159,19159,19159
15,Luxembourg,,883,883,883,883
16,Hungary,,10710,10710,10710,10710
17,Malta,,94,94,94,94
18,Netherlands,,32234,32234,32234,32234
19,Austria,,21442,21442,21442,21442
20,Poland,,31131,31131,31131,31131
21,Portugal,,5193,5193,5193,5193
22,Romania,,104489,104489,104489,104489
23,Slovenia,,10909,10909,10909,10909
24,Slovakia,,19522,19522,19522,19522
25,Finland,,3259,3259,3259,3259
26,Sweden,,4063,4063,4063,4063
27,United Kingdom,,330465,330465,330465,330465
28,Iceland,,444,444,444,444
29,Liechtenstein,,39,39,39,39
30,Norway,,3951,3951,3951,3951
31,Switzerland,,7820,7820,7820,7820
